"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"SKTI","GO:0002064","epithelial cell development","170/3526","376/9658",0.452127659574468,1.23841433243625,3.57574629048155,0.000251366915745828,0.00427074878633505,0.00336181964180129,"gene-Kdm3/gene-RhoGEF2/gene-SERCA/gene-mtgo/gene-cut/gene-scrib/gene-zip/gene-C3G/gene-Abl/gene-fray/gene-slpr/gene-tai/gene-kug/gene-nej/gene-arm/gene-Uba1/gene-rin/gene-Mrtf/gene-mbc/gene-Not1/gene-hep/gene-cic/gene-LOC142980064/gene-Dhc64C/gene-LOC142987380/gene-Rho1/gene-LOC142977493/gene-bark/gene-shg/gene-LOC142981521/gene-LOC142984108/gene-dia/gene-aPKC/gene-FASN1/gene-RhoGAP71E/gene-tmod/gene-Sir-3/gene-cno/gene-Sir-1/gene-jar/gene-Sra-1/gene-Evi5/gene-Stat92E/gene-Egfr/gene-kuz/gene-jvl/gene-shi/gene-wts/gene-Spt6/gene-mys/gene-cni/gene-par-1/gene-LOC142978127/gene-mib1/gene-Khc/gene-LOC142979377/gene-shd/gene-LOC142980860/gene-rock1/gene-Shark/gene-MED15/gene-cta/gene-garz/gene-EcR/gene-raf/gene-Ptpmeg2/gene-mim/gene-polybromo/gene-jing/gene-stai/gene-spn-E/gene-Pi3K92E/gene-baz/gene-C/EBP/gene-Mef2/gene-Pten/gene-Hrb27C/gene-mop/gene-Hrs/gene-ex/gene-RanBPM/gene-Med/gene-LOC142975945/gene-veli/gene-Tao/gene-psidin/gene-gus/gene-Catsup/gene-LOC142973622/gene-Ssrp/gene-Fas3/gene-Cul4/gene-pyd/gene-LOC142974963/gene-Mad/gene-Gli/gene-spri/gene-PH/gene-alpha-Cat/gene-USP/gene-Rab4/gene-pnt/gene-LOC142982608/gene-LOC142987546/gene-Lkb1/gene-LOC142976358/gene-Rme-8/gene-rhea/gene-Src64B/gene-hpo/gene-Klc/gene-Mcm6/gene-dop/gene-LOC142979962/gene-sl/gene-LOC142981197/gene-fkh/gene-LOC142983051/gene-Arp3/gene-if/gene-jub/gene-csw/gene-Prosalpha7/gene-Dcr-1/gene-Fem-1/gene-colt/gene-br/gene-bsk/gene-alpha-Spec/gene-Traf4/gene-Cdc7/gene-mats/gene-CIAPIN1/gene-LOC142983552/gene-ena/gene-hop/gene-par-6/gene-cpb/gene-ed/gene-PDZ-GEF/gene-LOC142981212/gene-heix/gene-Cortactin/gene-LOC142975363/gene-form3/gene-neur/gene-Hsc70-4/gene-N/gene-Magi/gene-Sec5/gene-rols/gene-dsh/gene-vir/gene-Iap/gene-LOC142974382/gene-cher/gene-Delta/gene-geminin/gene-slmb/gene-toc/gene-spoon/gene-pic/gene-pros/gene-LOC142976910/gene-LOC142987403/gene-LOC142987545/gene-LOC142976383/gene-LOC142977247/gene-LOC142977303/gene-Rab5",170
"SKTI","GO:0010508","positive regulation of autophagy","44/3526","78/9658",0.564102564102564,1.5451226784182,3.66538833595559,0.000256887246471864,0.00435376311057499,0.00342716630575718,"gene-Spt5/gene-Utx/gene-LOC142974540/gene-hep/gene-Regnase-1/gene-Iml1/gene-Atg1/gene-Tsc1/gene-Smurf/gene-BmDJ-1beta/gene-nero/gene-lace/gene-rock1/gene-LOC142987512/gene-Synj/gene-ema/gene-Tak1/gene-Pi3K92E/gene-LOC142974864/gene-LOC142975945/gene-LOC142980718/gene-Atg17/gene-Paf-AHalpha/gene-LOC142981610/gene-Cdc37/gene-Lkb1/gene-Mitf/gene-wcy/gene-LOC142980720/gene-Wdr24/gene-bsk/gene-Hex-A/gene-BHD/gene-htt/gene-Atg8/gene-BNIP3/gene-Ho/gene-LOC142987583/gene-Aduk/gene-Nprl3/gene-LOC142986118/gene-Trs33/gene-Uvrag/gene-LOC142978427",44
"SKTI","GO:0016032","viral process","72/3526","141/9658",0.51063829787234,1.39867971663388,3.61613686256913,0.000263947494769134,0.00446240296575206,0.00351268470482231,"gene-Hipk/gene-ALiX/gene-Hcf/gene-AP-1-2beta/gene-AP-1gamma/gene-TER94/gene-eIF3a/gene-eIF3g1/gene-BicD/gene-Regnase-1/gene-Nup205/gene-Ist1/gene-LOC142974928/gene-CtBP/gene-LOC142982670/gene-Nedd4/gene-LOC142976128/gene-baf/gene-mys/gene-CycT/gene-LOC142978249/gene-Atg16/gene-LOC142976459/gene-rock1/gene-Nup98-96/gene-eIF3l/gene-Dg/gene-mub/gene-PCB/gene-DENR/gene-Vap33/gene-Npc1a/gene-Nup154/gene-MCTS1/gene-LOC142986792/gene-USP/gene-Pi4KIIIalpha/gene-Rcc1/gene-heph/gene-LOC142978828/gene-Smox/gene-eIF3f1/gene-Fur1/gene-Irbp/gene-Su(dx)/gene-AP-1sigma/gene-if/gene-Usf/gene-Nup188/gene-Vps37B/gene-Kap-alpha3/gene-LOC142979242/gene-Rack1/gene-LOC142985075/gene-mle/gene-par-6/gene-LOC142980127/gene-LOC142978729/gene-Pak/gene-Nmt/gene-LOC142976074/gene-LOC142976794/gene-Clp/gene-LOC142978604/gene-Nup133/gene-Rab1/gene-Vps24/gene-Mvb12/gene-Uvrag/gene-Rab5/gene-TSG101/gene-LOC142983525",72
"SKTI","GO:0006405","RNA export from nucleus","57/3526","107/9658",0.532710280373832,1.4591366670024,3.62135116030411,0.00027693892084702,0.00467053747590651,0.00367652264504786,"gene-Ranbp21/gene-Upf1/gene-eEF5/gene-mago/gene-nonC/gene-Cbp20/gene-Nup205/gene-Ran/gene-Tsc1/gene-LOC142987440/gene-LOC142974928/gene-LOC142985268/gene-LOC142981302/gene-LOC142978249/gene-btz/gene-LOC142976459/gene-nito/gene-Nup98-96/gene-Hel25E/gene-tho2/gene-Smg6/gene-SF2/gene-thoc6/gene-Nup154/gene-LOC142982223/gene-LOC142973202/gene-LOC142986792/gene-eIF4AIII/gene-xmas/gene-pix/gene-U2af50/gene-Srrm1/gene-CPSF1/gene-Mat89Ba/gene-Nup188/gene-B52/gene-LOC142979577/gene-Slbp/gene-thoc7/gene-LOC142982175/gene-Sym/gene-sbr/gene-Dbp80/gene-LOC142976794/gene-Clp/gene-l(1)G0007/gene-CPSF2/gene-RanBP3/gene-Nmd3/gene-LOC142978604/gene-Nup133/gene-tsu/gene-Phax/gene-U2af38/gene-Hpr1/gene-drongo/gene-LOC142974663",57
"SKTI","GO:0042176","regulation of protein catabolic process","111/3526","233/9658",0.476394849785408,1.30488413477807,3.57217974239624,0.000277693831197482,0.00467179033661646,0.00367750886361371,"gene-Akt/gene-LOC142982010/gene-LOC142986676/gene-Hipk/gene-ctrip/gene-mTor/gene-Taf1/gene-ALiX/gene-LOC142976389/gene-TER94/gene-Fak/gene-Fmr1/gene-Su(var)2-10/gene-viaf/gene-Fbl6/gene-Smurf/gene-Eph/gene-BmDJ-1beta/gene-Egfr/gene-Nedd4/gene-lsn/gene-RpS7/gene-Bre1/gene-Rad23/gene-CSN4/gene-wts/gene-SkpA/gene-cni/gene-Trc8/gene-Usp7/gene-l(2)gd1/gene-RpL23/gene-raskol/gene-rock1/gene-raf/gene-DUBAI/gene-Scox/gene-ema/gene-C/EBP/gene-Pten/gene-ari-1/gene-Hrs/gene-Nmdar2/gene-Med/gene-LOC142972243/gene-Usp5/gene-gus/gene-Rpn2/gene-Rpn1/gene-Cul4/gene-Rich/gene-LOC142974963/gene-Syx5/gene-LOC142985344/gene-Trim9/gene-Tmf/gene-snRNP-U1-70K/gene-Smox/gene-LOC142973982/gene-Ubqn/gene-Tnks/gene-Fur1/gene-Uev1A/gene-LOC142981347/gene-LOC142974576/gene-Ndfip/gene-RpL11/gene-hpo/gene-Rchy1/gene-LOC142978465/gene-Phb1/gene-Su(dx)/gene-LOC142979784/gene-Keap1/gene-wcy/gene-ago/gene-LOC142972942/gene-Axn/gene-bsk/gene-Sf3b3/gene-LRP1/gene-LOC142976396/gene-Ide/gene-Rack1/gene-Roc1a/gene-LOC142977570/gene-casp/gene-LOC142978729/gene-LOC142982211/gene-CenG1A/gene-Ube3a/gene-Pomp/gene-LOC142980456/gene-fzr/gene-LOC142984933/gene-LOC142980886/gene-Usp14/gene-dsh/gene-LOC142980441/gene-LOC142978941/gene-CKIalpha/gene-slmb/gene-Tlk/gene-sxc/gene-Cul1/gene-cyc/gene-REPTOR/gene-Yod1/gene-Appl/gene-Timp/gene-pic",111
"SKTI","GO:0022612","gland morphogenesis","68/3526","132/9658",0.515151515151515,1.41104178483645,3.60561080347608,0.000278398206090596,0.00467218896480648,0.00367782265310264,"gene-bel/gene-drpr/gene-zip/gene-l(2)gl/gene-Dorsal/gene-Utx/gene-MED1/gene-Rho1/gene-shg/gene-dia/gene-kto/gene-Stat92E/gene-Egfr/gene-arr/gene-shi/gene-BI-1/gene-rock1/gene-tgo/gene-LOC142972320/gene-fz2/gene-LOC142982492/gene-EcR/gene-LOC142981587/gene-CrebA/gene-LOC142976534/gene-Dg/gene-fus/gene-Pi3K92E/gene-Phb2/gene-Pten/gene-Gata-beta/gene-Tet/gene-Cul3/gene-mew/gene-LOC142975922/gene-Dronc/gene-Atg17/gene-LOC142973600/gene-Src64B/gene-LOC142982946/gene-LOC142983420/gene-drosha/gene-Btk29A/gene-fkh/gene-Kdm5/gene-if/gene-Fem-1/gene-br/gene-hry/gene-LOC142982175/gene-p120ctn/gene-Pak/gene-LOC142987583/gene-LOC142984472/gene-LOC142982578/gene-LOC142984725/gene-N/gene-sick/gene-dsh/gene-dnt/gene-Ets/gene-slmb/gene-DCAF12/gene-rudimentary/gene-pros/gene-Mtl/gene-IP3K2/gene-TpnT",68
"SKTI","GO:0070201","regulation of establishment of protein localization","162/3526","357/9658",0.453781512605042,1.24294437003389,3.54680507887816,0.000281641100770492,0.00471508418460648,0.00371158862709868,"gene-hyd/gene-Akt/gene-Sec24AB/gene-LOC142984078/gene-zip/gene-Ranbp21/gene-l(2)gl/gene-Abl/gene-raptor/gene-nej/gene-LOC142975900/gene-LOC142978501/gene-Tomosyn/gene-LOC142977347/gene-Regnase-1/gene-Crag/gene-Ntf-2/gene-LOC142972856/gene-PDCD-5/gene-MED1/gene-LOC142987276/gene-Trx2/gene-LOC142987176/gene-LOC142987440/gene-Eph/gene-Csk/gene-Sir-3/gene-Sir-1/gene-LOC142974928/gene-LOC142974750/gene-BmDJ-1beta/gene-Tnpo/gene-Egfr/gene-LOC142974285/gene-CDC50/gene-arr/gene-Karybeta3/gene-wts/gene-Acsl/gene-BI-1/gene-Spt6/gene-mys/gene-Khc/gene-14-3-3zeta/gene-Gapvd1/gene-rho-7/gene-tho2/gene-pbl/gene-fz2/gene-EcR/gene-Pde8/gene-LOC142984746/gene-Mhcl/gene-GlcAT-I/gene-Pfk/gene-tim/gene-LOC142980122/gene-LOC142979461/gene-LOC142981304/gene-Pten/gene-mop/gene-Hrs/gene-lap/gene-NUCB1/gene-LOC142981452/gene-rdx/gene-Diap2/gene-LOC142972243/gene-Pi3K59F/gene-Nup154/gene-stx/gene-Wdr62/gene-LOC142974963/gene-Rabex-5/gene-Bmptp-Z/gene-Nop60B/gene-Clk/gene-LOC142982022/gene-LOC142986602/gene-SREBP/gene-FoxP/gene-LOC142979518/gene-LOC142979655/gene-heph/gene-Mif/gene-LOC142973600/gene-Smox/gene-bic/gene-Drp1/gene-CenB1A/gene-Ndfip/gene-LOC142972901/gene-Ccm3/gene-LOC142978465/gene-Dph3/gene-fkh/gene-Chd1/gene-PTP-ER/gene-ago/gene-csw/gene-LOC142972942/gene-bsk/gene-Hex-A/gene-LOC142982921/gene-LRP1/gene-LOC142976396/gene-Tango11/gene-Rack1/gene-Pfrx/gene-mle/gene-hop/gene-LOC142977570/gene-mino/gene-LOC142987347/gene-Pak/gene-Oga/gene-LOC142984431/gene-Set2/gene-Nmt/gene-LOC142981334/gene-LOC142983442/gene-Zpr1/gene-Cortactin/gene-scny/gene-LOC142972160/gene-3HCD/gene-Apt1/gene-LOC142980886/gene-LOC142979085/gene-AdipoR/gene-SrpRalpha/gene-LOC142979983/gene-rho-5/gene-LOC142976059/gene-LOC142972376/gene-LOC142985486/gene-LOC142984030/gene-LOC142974477/gene-LOC142978941/gene-CCT8/gene-Snmp2/gene-Arfip/gene-LOC142972265/gene-LOC142978604/gene-tank/gene-Klp64D/gene-sxc/gene-Rab1/gene-LOC142980618/gene-cyc/gene-REPTOR/gene-Arpc2/gene-Droj2/gene-Yod1/gene-spoon/gene-Shab/gene-Appl/gene-Sar1/gene-LOC142976383/gene-LOC142986077/gene-Arl2/gene-TSG101",162
"SKTI","GO:0090087","regulation of peptide transport","164/3526","362/9658",0.453038674033149,1.24090967493255,3.54259631017967,0.000285293816272936,0.00476461497541954,0.0037505779457779,"gene-hyd/gene-Akt/gene-Sec24AB/gene-LOC142984078/gene-zip/gene-Ranbp21/gene-l(2)gl/gene-Abl/gene-raptor/gene-nej/gene-LOC142975900/gene-LOC142978501/gene-Dap160/gene-LOC142978047/gene-Tomosyn/gene-LOC142977347/gene-Regnase-1/gene-Crag/gene-LOC142987380/gene-Ntf-2/gene-LOC142972856/gene-PDCD-5/gene-MED1/gene-LOC142987276/gene-Trx2/gene-LOC142987176/gene-LOC142987440/gene-Eph/gene-Csk/gene-Sir-3/gene-Sir-1/gene-LOC142974928/gene-LOC142974750/gene-BmDJ-1beta/gene-Tnpo/gene-Egfr/gene-LOC142974285/gene-CDC50/gene-arr/gene-Karybeta3/gene-wts/gene-Acsl/gene-BI-1/gene-Spt6/gene-mys/gene-Khc/gene-14-3-3zeta/gene-Gapvd1/gene-rho-7/gene-tho2/gene-trio/gene-pbl/gene-fz2/gene-EcR/gene-Pde8/gene-LOC142984746/gene-Mhcl/gene-AIMP1/gene-GlcAT-I/gene-Pfk/gene-tim/gene-LOC142980122/gene-LOC142979461/gene-LOC142981304/gene-Pten/gene-mop/gene-Hrs/gene-lap/gene-NUCB1/gene-LOC142981452/gene-rdx/gene-Diap2/gene-LOC142972243/gene-Pi3K59F/gene-Nup154/gene-stx/gene-Wdr62/gene-LOC142974963/gene-Rabex-5/gene-Bmptp-Z/gene-Clk/gene-LOC142982022/gene-LOC142986602/gene-SREBP/gene-FoxP/gene-LOC142979518/gene-LOC142979655/gene-heph/gene-Mif/gene-LOC142973600/gene-Smox/gene-Drp1/gene-CenB1A/gene-Ndfip/gene-LOC142972901/gene-Ccm3/gene-LOC142978465/gene-Dph3/gene-fkh/gene-Chd1/gene-PTP-ER/gene-ago/gene-csw/gene-LOC142972942/gene-Hex-A/gene-LOC142982921/gene-LRP1/gene-LOC142976396/gene-Tango11/gene-Rack1/gene-Pfrx/gene-mle/gene-hop/gene-LOC142977570/gene-mino/gene-LOC142987347/gene-LOC142973359/gene-Pak/gene-Oga/gene-LOC142984431/gene-Set2/gene-LOC142981334/gene-Zpr1/gene-Cortactin/gene-scny/gene-LOC142972160/gene-3HCD/gene-Apt1/gene-LOC142981463/gene-LOC142980886/gene-LOC142979085/gene-AdipoR/gene-SrpRalpha/gene-LOC142979983/gene-rho-5/gene-LOC142976059/gene-LOC142972376/gene-LOC142985486/gene-LOC142984030/gene-LOC142974477/gene-LOC142978941/gene-Snmp2/gene-Arfip/gene-LOC142972265/gene-LOC142978604/gene-tank/gene-Klp64D/gene-sxc/gene-Rab1/gene-LOC142980618/gene-cyc/gene-REPTOR/gene-Arpc2/gene-Droj2/gene-Yod1/gene-spoon/gene-Shab/gene-Appl/gene-Sar1/gene-LOC142976383/gene-LOC142986077/gene-Arl2/gene-SelT/gene-TSG101",164
"SKTI","GO:0010633","negative regulation of epithelial cell migration","17/3526","23/9658",0.739130434782609,2.02453821302622,3.73015961962028,0.000289838564825454,0.00478658164007661,0.00376786951884941,"gene-Sin3A/gene-Rho1/gene-HDAC4/gene-raskol/gene-Mef2/gene-Pten/gene-mop/gene-Ccm3/gene-PTP-ER/gene-LOC142983798/gene-wmd/gene-LOC142985287/gene-N/gene-AdipoR/gene-Delta/gene-Spred/gene-cv-c",17
"SKTI","GO:0042788","GO:0042788","17/3526","23/9658",0.739130434782609,2.02453821302622,3.73015961962028,0.000289838564825454,0.00478658164007661,0.00376786951884941,"gene-RpS23/gene-RpL38/gene-RpL36A/gene-RpL24/gene-RpL29/gene-RpL31/gene-RpL19/gene-RpS21/gene-RpS28b/gene-RpL32/gene-RpS29/gene-LOC142983927/gene-LOC142973667/gene-RpL11/gene-RpL7A/gene-mle/gene-RpL18",17
"SKTI","GO:0045167","asymmetric protein localization involved in cell fate determination","17/3526","23/9658",0.739130434782609,2.02453821302622,3.73015961962028,0.000289838564825454,0.00478658164007661,0.00376786951884941,"gene-l(2)gl/gene-stau/gene-Patronin/gene-aPKC/gene-jar/gene-14-3-3zeta/gene-pbl/gene-Tak1/gene-baz/gene-knockout/gene-Klp10A/gene-nmo/gene-Lkb1/gene-Traf4/gene-insc/gene-dnt/gene-Klp98A",17
"SKTI","GO:0007351","tripartite regional subdivision","64/3526","123/9658",0.520325203252033,1.42521293619062,3.59881790182889,0.00029009585697434,0.00478658164007661,0.00376786951884941,"gene-RasGAP1/gene-Chc/gene-scrib/gene-l(2)gl/gene-stau/gene-Cul2/gene-mago/gene-cic/gene-LOC142982543/gene-LOC142983557/gene-shg/gene-aPKC/gene-LOC142986840/gene-knk/gene-Egfr/gene-lsn/gene-spir/gene-cni/gene-par-1/gene-btz/gene-ksr/gene-Khc/gene-Usp7/gene-bowl/gene-Nup98-96/gene-tud/gene-fz2/gene-raf/gene-EloC/gene-Dg/gene-spn-E/gene-baz/gene-LOC142978810/gene-Hrb27C/gene-Pat1/gene-gus/gene-LOC142981258/gene-eIF4AIII/gene-tapas/gene-pnt/gene-LOC142982608/gene-Lkb1/gene-bic/gene-dos/gene-MED31/gene-Src64B/gene-msps/gene-ush/gene-Usp12-46/gene-Psa/gene-csw/gene-LOC142980839/gene-LOC142978391/gene-N/gene-lic/gene-Vps36/gene-lin/gene-sev/gene-Delta/gene-slmb/gene-DCP1/gene-exu/gene-tsu/gene-lost",64
"SKTI","GO:0008595","anterior/posterior axis specification, embryo","64/3526","123/9658",0.520325203252033,1.42521293619062,3.59881790182889,0.00029009585697434,0.00478658164007661,0.00376786951884941,"gene-RasGAP1/gene-Chc/gene-scrib/gene-l(2)gl/gene-stau/gene-Cul2/gene-mago/gene-cic/gene-LOC142982543/gene-LOC142983557/gene-shg/gene-aPKC/gene-LOC142986840/gene-knk/gene-Egfr/gene-lsn/gene-spir/gene-cni/gene-par-1/gene-btz/gene-ksr/gene-Khc/gene-Usp7/gene-bowl/gene-Nup98-96/gene-tud/gene-fz2/gene-raf/gene-EloC/gene-Dg/gene-spn-E/gene-baz/gene-LOC142978810/gene-Hrb27C/gene-Pat1/gene-gus/gene-LOC142981258/gene-eIF4AIII/gene-tapas/gene-pnt/gene-LOC142982608/gene-Lkb1/gene-bic/gene-dos/gene-MED31/gene-Src64B/gene-msps/gene-ush/gene-Usp12-46/gene-Psa/gene-csw/gene-LOC142980839/gene-LOC142978391/gene-N/gene-lic/gene-Vps36/gene-lin/gene-sev/gene-Delta/gene-slmb/gene-DCP1/gene-exu/gene-tsu/gene-lost",64
"SKTI","GO:0006914","autophagy","74/3526","146/9658",0.506849315068493,1.38830138540315,3.58484715571112,0.00029296203137908,0.00482228149493047,0.00379597149329501,"gene-Hipk/gene-mTor/gene-raptor/gene-LOC142975164/gene-Uba1/gene-LOC142981931/gene-TER94/gene-Stam/gene-Cisd2/gene-LOC142972856/gene-Vps15/gene-Atg1/gene-LOC142986840/gene-Syx17/gene-LOC142983616/gene-Smurf/gene-lsn/gene-LOC142974285/gene-Atg16/gene-EndoA/gene-bchs/gene-EcR/gene-LOC142987512/gene-LOC142981587/gene-lqf/gene-fab1/gene-Pi3K92E/gene-Pten/gene-Gata-beta/gene-Hrs/gene-Npc1a/gene-Pi3K59F/gene-Wdr81/gene-LOC142981258/gene-LOC142974963/gene-LOC142981333/gene-Pi3K68D/gene-EMC6/gene-Atg17/gene-l(3)76BDm/gene-Ubqn/gene-Snf4agamma/gene-LOC142984671/gene-Atg9/gene-Tango5/gene-LOC142972942/gene-Ccz1/gene-br/gene-Vps37B/gene-Atg8/gene-Pex23/gene-CatD/gene-BNIP3/gene-Rack1/gene-LOC142978729/gene-LOC142987472/gene-Aduk/gene-Atg101/gene-Hsc70-4/gene-Vps36/gene-stj/gene-Vps28/gene-Vps39/gene-LOC142973964/gene-tank/gene-Rab1/gene-Vps24/gene-Yod1/gene-Trs33/gene-Uvrag/gene-Plap/gene-LOC142980490/gene-TSG101/gene-p47",74
"SKTI","GO:0007267","cell-cell signaling","205/3526","464/9658",0.441810344827586,1.21015437048917,3.5180852855582,0.000299670202462389,0.00492090016675082,0.00387360148385657,"gene-bel/gene-Akt/gene-Chc/gene-SERCA/gene-zip/gene-LOC142983778/gene-l(2)gl/gene-Cka/gene-osa/gene-Abl/gene-kug/gene-nej/gene-arm/gene-Utx/gene-AP-1-2beta/gene-Tomosyn/gene-LOC142977347/gene-nonC/gene-Stam/gene-Dhc64C/gene-LOC142987380/gene-Blos1/gene-Trx2/gene-Rho1/gene-LOC142977493/gene-Spn/gene-stmA/gene-gw/gene-Syx17/gene-Smurf/gene-LOC142983526/gene-kto/gene-Eph/gene-tmod/gene-LOC142987891/gene-cno/gene-AGO1/gene-jar/gene-Gug/gene-LOC142974750/gene-Sod2/gene-BmDJ-1beta/gene-ash1/gene-kuz/gene-Aps/gene-arr/gene-shi/gene-Cals/gene-p24-1/gene-eca/gene-SkpA/gene-Acsl/gene-mys/gene-bai/gene-mib1/gene-Khc/gene-LOC142975871/gene-Ctl2/gene-Ipp/gene-Smu1/gene-LOC142978457/gene-LOC142979718/gene-Atpalpha/gene-fz2/gene-raf/gene-sky/gene-Smg6/gene-Synj/gene-LOC142973986/gene-lqf/gene-sfl/gene-AIMP1/gene-Tak1/gene-CHOp24/gene-LOC142980122/gene-Mef2/gene-LOC142972447/gene-LOC142981304/gene-Pten/gene-amx/gene-Gata-beta/gene-DAAM/gene-LOC142977648/gene-Hrs/gene-Nmdar2/gene-lap/gene-LOC142984495/gene-Scamp/gene-LOC142976782/gene-Vap33/gene-cdm/gene-veli/gene-LOC142972243/gene-Cul3/gene-Ant/gene-Nup154/gene-Syx18/gene-LOC142981258/gene-LOC142978140/gene-gish/gene-CanB/gene-pyd/gene-LOC142974963/gene-Syx5/gene-nmo/gene-Trim9/gene-LOC142982022/gene-LOC142987395/gene-Cirl/gene-Tmf/gene-LOC142979655/gene-LOC142976791/gene-LOC142973600/gene-lqfR/gene-Smox/gene-Lkb1/gene-Hip1/gene-Btk29A/gene-Nct/gene-sl/gene-Myc/gene-ssh/gene-LOC142973635/gene-fkh/gene-LOC142986483/gene-Arf102F/gene-dlp/gene-LOC142987186/gene-Adar/gene-LOC142984123/gene-Axn/gene-alpha-Spec/gene-LOC142981050/gene-htt/gene-Atg8/gene-LOC142972915/gene-LOC142979650/gene-Arf79F/gene-Ric/gene-LOC142976396/gene-FER/gene-Roc1a/gene-par-6/gene-p120ctn/gene-LOC142978729/gene-LOC142982211/gene-Pak/gene-Rbp/gene-shot/gene-Exo70/gene-LOC142980509/gene-Chi/gene-LOC142984269/gene-Sema5c/gene-NGR-A2/gene-Manf/gene-Liprin-alpha/gene-LOC142974497/gene-LOC142972160/gene-LOC142972450/gene-LOC142976788/gene-Hsc70-4/gene-Ptx1/gene-N/gene-Usp14/gene-Magi/gene-sick/gene-LOC142975928/gene-Pgk/gene-Sec5/gene-Gdi/gene-dsh/gene-dnt/gene-CDase/gene-stj/gene-Rep/gene-Syx13/gene-Delta/gene-HDAC6/gene-Vps29/gene-LOC142973645/gene-Nrx-IV/gene-Ldlr/gene-slmb/gene-Pngl/gene-Rab1/gene-Cul1/gene-LOC142972407/gene-Als2/gene-Shab/gene-Pka-R1/gene-pic/gene-cv-c/gene-LOC142984493/gene-LOC142976383/gene-LOC142982624/gene-LOC142974450/gene-Arl2/gene-Ten-a/gene-SelT/gene-stac/gene-Rab5/gene-Rim/gene-Tti1/gene-Gro",205
"SKTI","GO:0070265","GO:0070265","10/3526","11/9658",0.909090909090909,2.49007373794668,3.74946376054067,0.000306939610135427,0.00502824220517798,0.00395809827615915,"gene-LOC142975328/gene-CYLD/gene-Diap2/gene-Drp1/gene-bsk/gene-CatD/gene-Trpm/gene-Ask1/gene-Oga/gene-Glyp",10
"SKTI","GO:0005844","GO:0005844","34/3526","57/9658",0.596491228070175,1.63383785612642,3.63930591708299,0.000308028232982849,0.00503406140760541,0.00396267899724552,"gene-eIF4B/gene-yps/gene-zip/gene-RpS23/gene-LOC142973531/gene-RpL38/gene-Fmr1/gene-RpL36A/gene-RpL24/gene-RpL29/gene-RpL31/gene-AGO1/gene-RpL19/gene-RpS21/gene-LOC142981658/gene-l(3)80Fj/gene-RpS28b/gene-RpS3/gene-mgr/gene-RpL32/gene-RpS29/gene-LOC142983927/gene-RpL17/gene-LOC142986278/gene-RpS25/gene-LOC142972424/gene-LOC142973667/gene-RpL11/gene-RpL7A/gene-RpL7/gene-mle/gene-Rbp6/gene-RpS6/gene-RpL18",34
"SKTI","GO:0044403","biological process involved in symbiotic interaction","91/3526","186/9658",0.489247311827957,1.34008807079819,3.55130704212526,0.000313242877041128,0.00509769005765367,0.00401276577504851,"gene-Hipk/gene-ALiX/gene-nej/gene-arm/gene-Hcf/gene-AP-1-2beta/gene-AP-1gamma/gene-TER94/gene-eIF3a/gene-eIF3g1/gene-BicD/gene-Regnase-1/gene-Fmr1/gene-Nup205/gene-Atg1/gene-LOC142984108/gene-Dlc90F/gene-Ist1/gene-LOC142974928/gene-CtBP/gene-LOC142982670/gene-Nedd4/gene-LOC142976128/gene-baf/gene-mys/gene-CycT/gene-LOC142978249/gene-Atg16/gene-Nnp-1/gene-LOC142976459/gene-rock1/gene-Nup98-96/gene-tho2/gene-eIF3l/gene-raf/gene-Dg/gene-mub/gene-PCB/gene-thoc6/gene-DENR/gene-Vap33/gene-Npc1a/gene-Nup154/gene-Hakai/gene-MCTS1/gene-SMC3/gene-LOC142986792/gene-USP/gene-Pi4KIIIalpha/gene-Rcc1/gene-heph/gene-LOC142978828/gene-Smox/gene-eIF3f1/gene-Fur1/gene-Irbp/gene-LOC142978691/gene-Su(dx)/gene-AP-1sigma/gene-Chd1/gene-if/gene-Usf/gene-Nup188/gene-Vps37B/gene-Kap-alpha3/gene-LOC142979242/gene-thoc7/gene-Rack1/gene-LOC142985075/gene-mle/gene-par-6/gene-LOC142980127/gene-p120ctn/gene-LOC142978729/gene-Pak/gene-Nmt/gene-LOC142976074/gene-LOC142976794/gene-Clp/gene-LOC142978604/gene-Nup133/gene-Rab1/gene-LOC142972407/gene-Vps24/gene-Mvb12/gene-pic/gene-Uvrag/gene-Hpr1/gene-Rab5/gene-TSG101/gene-LOC142983525",91
