"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"SKTI","GO:0005665","RNA polymerase II, core complex","12/3526","14/9658",0.857142857142857,2.34778381006401,3.82663332023472,0.000222451350333454,0.00395571520385708,0.00311383360038621,"gene-RpII215/gene-LOC142983557/gene-Rpb7/gene-Rpb12/gene-RpII33/gene-RpII140/gene-Rpb11/gene-Rpb8/gene-uri/gene-RpII15/gene-RpII18/gene-Rpb5",12
"SKTI","GO:0005744","TIM23 mitochondrial import inner membrane translocase complex","12/3526","14/9658",0.857142857142857,2.34778381006401,3.82663332023472,0.000222451350333454,0.00395571520385708,0.00311383360038621,"gene-blp/gene-LOC142980365/gene-LOC142987685/gene-Tim8/gene-LOC142987536/gene-LOC142987371/gene-LOC142981532/gene-Tim9a/gene-Tim10/gene-Tim23/gene-LOC142976516/gene-LOC142977187",12
"SKTI","GO:2001224","positive regulation of neuron migration","12/3526","14/9658",0.857142857142857,2.34778381006401,3.82663332023472,0.000222451350333454,0.00395571520385708,0.00311383360038621,"gene-Nipped-B/gene-raskol/gene-fz2/gene-sky/gene-LOC142977335/gene-LOC142983798/gene-bsk/gene-PDZ-GEF/gene-LOC142983715/gene-dnt/gene-fz4/gene-Plap",12
"SKTI","GO:1901184","regulation of ERBB signaling pathway","46/3526","82/9658",0.560975609756098,1.53655769683051,3.69992127281613,0.000223638130574012,0.00396654296708014,0.0031223569270676,"gene-Akt/gene-scrib/gene-LOC142983444/gene-osa/gene-Fak/gene-Stam/gene-Fas2/gene-LOC142984108/gene-LOC142986840/gene-kto/gene-Gug/gene-Egfr/gene-lsn/gene-Ack-like/gene-LOC142978127/gene-raskol/gene-EndoA/gene-lqf/gene-Pi3K92E/gene-hppy/gene-mop/gene-rno/gene-Hrs/gene-LOC142974963/gene-Bmptp-Z/gene-dock/gene-rhea/gene-Hip1/gene-sl/gene-ago/gene-if/gene-LOC142981157/gene-FER/gene-ed/gene-S/gene-Bap170/gene-neur/gene-rho-5/gene-Vps28/gene-geminin/gene-LOC142978715/gene-Sulf1/gene-Mvb12/gene-Appl/gene-Snx6/gene-TSG101",46
"SKTI","GO:0005635","nuclear envelope","126/3526","268/9658",0.470149253731343,1.28777694059481,3.62286197701285,0.000224834578558353,0.00397748594645498,0.00313097094883349,"gene-yps/gene-SERCA/gene-DCTN5-p25/gene-Abl/gene-stau/gene-eEF5/gene-arm/gene-CLIP-190/gene-LOC142976622/gene-BicD/gene-Dhc64C/gene-Cse1/gene-Ntf-2/gene-Cbp20/gene-Nup205/gene-Bap60/gene-mRpS23/gene-Vps15/gene-LOC142977493/gene-LOC142987440/gene-LOC142983616/gene-LOC142974928/gene-jar/gene-LOC142981302/gene-kud/gene-Tnpo/gene-bigmax/gene-Karybeta3/gene-LOC142978902/gene-baf/gene-LOC142978249/gene-btz/gene-Taf3/gene-Khc/gene-MTA1-like/gene-nito/gene-Nup98-96/gene-bchs/gene-Ankle2/gene-vap/gene-LOC142975934/gene-Cnx99A/gene-MBD-R2/gene-klar/gene-Amph/gene-Mtmr6/gene-LOC142981655/gene-LOC142983927/gene-NUCB1/gene-mRpL19/gene-LOC142975609/gene-ZnT63C/gene-Vap33/gene-cdm/gene-Cnep1r2/gene-Npc1a/gene-LOC142972243/gene-E(Pc)/gene-Pi3K59F/gene-Nup154/gene-Rpn2/gene-LOC142977702/gene-Uggt/gene-LOC142986792/gene-Pitslre/gene-LOC142975922/gene-xmas/gene-Atg17/gene-SREBP/gene-wge/gene-Rcc1/gene-LOC142979184/gene-Smox/gene-LOC142973982/gene-Tnks/gene-Klc/gene-LOC142974689/gene-LOC142982003/gene-LOC142973609/gene-LOC142972469/gene-Nup188/gene-Kap-alpha3/gene-LOC142974472/gene-BNIP3/gene-LOC142976396/gene-LOC142982187/gene-LOC142977939/gene-GSTo1/gene-Rack1/gene-LOC142985075/gene-Sec13/gene-casp/gene-gzl/gene-LOC142980127/gene-Dd/gene-Pak/gene-shot/gene-RnrL/gene-sbr/gene-Sps1/gene-Sec20/gene-msk/gene-fzr/gene-Kr-h2/gene-Dbp80/gene-Msp300/gene-Pdi/gene-LOC142982731/gene-Patj/gene-Lpin/gene-sick/gene-Gp210/gene-LOC142976059/gene-LOC142985486/gene-LOC142974477/gene-spas/gene-Fancl/gene-LOC142978604/gene-Nup133/gene-toc/gene-Rad9/gene-Appl/gene-LOC142983222/gene-LOC142979711/gene-drongo/gene-GSTo2",126
"SKTI","GO:0006915","apoptotic process","167/3526","368/9658",0.453804347826087,1.24300691755654,3.60409214163659,0.000227442657950379,0.004010267210886,0.00315677548667001,"gene-bel/gene-Akt/gene-LOC142986676/gene-Hipk/gene-SERCA/gene-mTor/gene-Abl/gene-bc10/gene-slpr/gene-eEF5/gene-Cul2/gene-ALiX/gene-LOC142980570/gene-nej/gene-mbl/gene-LOC142978501/gene-Fak/gene-Bruce/gene-LOC142974540/gene-mbc/gene-Fmr1/gene-PDCD-5/gene-sws/gene-LOC142987276/gene-Atg1/gene-grp/gene-LOC142983616/gene-LOC142976393/gene-Sra-1/gene-LOC142982254/gene-Sod2/gene-mbt/gene-HDAC4/gene-Egfr/gene-LOC142987153/gene-arr/gene-wts/gene-Eaf/gene-Rpb7/gene-BI-1/gene-mys/gene-LOC142975328/gene-Apf/gene-LOC142983602/gene-raskol/gene-rock1/gene-ced-6/gene-PPP1R15/gene-Ube4B/gene-fz2/gene-raf/gene-pnut/gene-ec/gene-LOC142983850/gene-LOC142986094/gene-LOC142976534/gene-foxo/gene-Tak1/gene-hppy/gene-Drak/gene-LOC142973009/gene-LOC142974864/gene-rno/gene-Top2/gene-Diap2/gene-Rrp46/gene-LOC142974654/gene-Tao/gene-Cul3/gene-LOC142976629/gene-LOC142981169/gene-LOC142975047/gene-LOC142981258/gene-Cul4/gene-snama/gene-LOC142978177/gene-LOC142986142/gene-Pitslre/gene-Dronc/gene-E2f1/gene-LOC142976150/gene-LOC142984499/gene-Smox/gene-LOC142979424/gene-Lkb1/gene-Drp1/gene-crc/gene-CenB1A/gene-Hip1/gene-hpo/gene-spg/gene-Ccm3/gene-Btk29A/gene-LOC142979962/gene-Myc/gene-Msh6/gene-gas2/gene-hay/gene-if/gene-Mcm2/gene-LOC142979909/gene-Adar/gene-Pdk/gene-Dcr-1/gene-Roc2/gene-Fem-1/gene-cyp33/gene-bsk/gene-RagC-D/gene-Hex-A/gene-LOC142975518/gene-htt/gene-Atg8/gene-mats/gene-Coa8/gene-CatD/gene-Slbp/gene-cdi/gene-BNIP3/gene-Tango11/gene-Rack1/gene-Blos2/gene-LOC142984846/gene-Ho/gene-hop/gene-Ask1/gene-LOC142987243/gene-Pkn/gene-Pak/gene-LOC142981496/gene-shot/gene-LOC142987583/gene-Atf-2/gene-Zpr1/gene-Sec20/gene-LOC142979897/gene-LOC142975624/gene-LOC142974497/gene-APP-BP1/gene-LOC142982578/gene-N/gene-Magi/gene-LOC142976074/gene-Prx4/gene-Sik2/gene-mRpS30/gene-nbs/gene-Iap/gene-TyrRS/gene-RpS6/gene-LOC142973138/gene-tank/gene-sxc/gene-Cul1/gene-LOC142975635/gene-LOC142980012/gene-elg1/gene-Appl/gene-cv-c/gene-LOC142976910/gene-LOC142982652/gene-LOC142985452/gene-Snx6/gene-Hpr1/gene-dcr-2/gene-Rrp6/gene-Alg-2",167
"SKTI","GO:0034330","cell junction organization","77/3526","152/9658",0.506578947368421,1.38756082634266,3.65194273442078,0.000227856091527613,0.004010267210886,0.00315677548667001,"gene-Hipk/gene-scrib/gene-l(2)gl/gene-Cka/gene-ALiX/gene-arm/gene-sdt/gene-Fak/gene-sdk/gene-Rho1/gene-Mmp1/gene-bark/gene-shg/gene-aPKC/gene-awd/gene-Csk/gene-cno/gene-jar/gene-Gug/gene-Ufd4/gene-HDAC4/gene-shi/gene-mesh/gene-mys/gene-LOC142972987/gene-TBCD/gene-Usp7/gene-singed/gene-obe/gene-pbl/gene-Atpalpha/gene-LOC142982492/gene-baz/gene-LOC142981304/gene-LOC142979028/gene-LOC142977648/gene-LOC142984495/gene-mew/gene-pyd/gene-Gli/gene-pck/gene-alpha-Cat/gene-LOC142987395/gene-LOC142973600/gene-Smox/gene-LOC142979710/gene-rhea/gene-Src64B/gene-LOC142983905/gene-Tango5/gene-if/gene-sinu/gene-LOC142973609/gene-Traf4/gene-BHD/gene-kune/gene-cdi/gene-LOC142976396/gene-LOC142987243/gene-par-6/gene-LOC142986743/gene-p120ctn/gene-RhoGAP102A/gene-Pkn/gene-Pak/gene-PDZ-GEF/gene-shot/gene-Cortactin/gene-Patj/gene-Magi/gene-Nrx-IV/gene-LOC142980248/gene-cv-c/gene-LOC142977303/gene-Arl2/gene-wol/gene-RhoGAP5A",77
"SKTI","GO:2000647","negative regulation of stem cell proliferation","27/3526","42/9658",0.642857142857143,1.76083785754801,3.74697442158236,0.000228628201286458,0.00401287809452741,0.00315883070470022,"gene-LOC142982010/gene-MED9/gene-l(2)gl/gene-osa/gene-Bap60/gene-LOC142984108/gene-LOC142972176/gene-kto/gene-brat/gene-LOC142973568/gene-LOC142984620/gene-EcR/gene-MED6/gene-MED11/gene-LOC142981304/gene-LOC142977648/gene-LOC142984621/gene-Uccr/gene-MED10/gene-alpha-Cat/gene-LOC142987395/gene-MED31/gene-Ctr9/gene-key/gene-LOC142984030/gene-pros/gene-Etfb",27
"SKTI","GO:0035023","regulation of Rho protein signal transduction","26/3526","40/9658",0.65,1.78040272263188,3.7503135736635,0.000229173690713104,0.00401287809452741,0.00315883070470022,"gene-RhoGEF2/gene-LOC142983967/gene-Abl/gene-Rho1/gene-LOC142972305/gene-LOC142972184/gene-Zir/gene-GEFmeso/gene-mys/gene-trio/gene-raf/gene-stai/gene-LOC142976534/gene-LOC142979028/gene-LOC142981996/gene-Cul3/gene-cyst/gene-mew/gene-LOC142974126/gene-LOC142987317/gene-BHD/gene-Ric/gene-RhoGAP1A/gene-LOC142978848/gene-Flo1/gene-cv-c",26
"SKTI","GO:0007350","blastoderm segmentation","89/3526","180/9658",0.494444444444444,1.35432343858322,3.63863907401555,0.000230257064811194,0.00402158904036651,0.00316568772914386,"gene-RasGAP1/gene-Chc/gene-scrib/gene-LOC142983778/gene-l(2)gl/gene-stau/gene-Cul2/gene-arm/gene-mago/gene-cic/gene-LOC142982543/gene-LOC142987380/gene-lilli/gene-LOC142983557/gene-shg/gene-aPKC/gene-LOC142986840/gene-knk/gene-AGO1/gene-Stat92E/gene-Egfr/gene-lsn/gene-arr/gene-spir/gene-cni/gene-par-1/gene-btz/gene-ksr/gene-Khc/gene-Usp7/gene-bowl/gene-Nup98-96/gene-tud/gene-fz2/gene-raf/gene-jing/gene-sfl/gene-EloC/gene-Dg/gene-spn-E/gene-baz/gene-LOC142978810/gene-Hrb27C/gene-rdx/gene-Pat1/gene-gus/gene-LOC142981258/gene-Ago2/gene-Mad/gene-rt/gene-eIF4AIII/gene-tapas/gene-pnt/gene-sgl/gene-LOC142982608/gene-Lkb1/gene-bic/gene-dos/gene-odd/gene-MED31/gene-Src64B/gene-msps/gene-ush/gene-Usp12-46/gene-Psa/gene-dlp/gene-csw/gene-Dcr-1/gene-Axn/gene-LOC142976396/gene-hry/gene-hop/gene-Chi/gene-LOC142980839/gene-LOC142978391/gene-N/gene-lic/gene-Vps36/gene-lin/gene-LOC142986424/gene-dsh/gene-sev/gene-Delta/gene-slmb/gene-DCP1/gene-exu/gene-tsu/gene-lost/gene-hth",89
"SKTI","GO:0030097","hemopoiesis","149/3526","324/9658",0.459876543209877,1.25963915323908,3.60470714623904,0.000232014850887884,0.00404170532596557,0.00318152273312803,"gene-Sin3A/gene-Hipk/gene-mTor/gene-zip/gene-Spt5/gene-Abl/gene-Dorsal/gene-Rbcn-3B/gene-nocte/gene-tai/gene-nej/gene-arm/gene-E(bx)/gene-Grx5/gene-Nacalpha/gene-Fak/gene-LOC142987380/gene-roq/gene-Psi/gene-Su(var)2-10/gene-MED1/gene-Rho1/gene-LOC142977493/gene-LOC142983557/gene-shg/gene-LOC142984108/gene-LOC142976420/gene-Tsc1/gene-gw/gene-FASN1/gene-Set1/gene-tmod/gene-RpL19/gene-Ufd4/gene-Sod2/gene-Stat92E/gene-HDAC4/gene-Tnpo/gene-RpL27/gene-RpS7/gene-Cdk12/gene-Zir/gene-enok/gene-vri/gene-upSET/gene-bon/gene-RpL22/gene-mys/gene-dom/gene-mib1/gene-CYLD/gene-SCAR/gene-LOC142983602/gene-Nup98-96/gene-singed/gene-mahj/gene-Noa36/gene-Irbp18/gene-fz2/gene-raf/gene-RpS8/gene-LOC142982836/gene-Snrk/gene-mRpL53/gene-Pi3K92E/gene-C/EBP/gene-LOC142980122/gene-Mef2/gene-LOC142987185/gene-Ssdp/gene-Gata-beta/gene-RpS14/gene-Rnp4F/gene-Top2/gene-LOC142979959/gene-lap/gene-Aos1/gene-Tet/gene-Hr3/gene-Dh31-R/gene-LOC142982223/gene-Cul4/gene-LOC142985416/gene-trx/gene-Syx5/gene-Bmptp-Z/gene-LOC142978177/gene-FoxP/gene-LOC142987437/gene-Ttc7/gene-l(3)mbt/gene-LOC142983740/gene-Lkb1/gene-dos/gene-exd/gene-Taz/gene-LOC142973064/gene-LOC142982946/gene-Pka-C3/gene-Btk29A/gene-Gar1/gene-sl/gene-Su(dx)/gene-scra/gene-ush/gene-Nop10/gene-LOC142983051/gene-LOC142973426/gene-Chd1/gene-chb/gene-LOC142983798/gene-if/gene-Ctps/gene-csw/gene-Elp3/gene-BHD/gene-B52/gene-CIAPIN1/gene-LOC142979242/gene-LOC142976396/gene-LOC142984846/gene-hop/gene-LOC142982175/gene-Blm/gene-RhoGAP1A/gene-LOC142973533/gene-LOC142973359/gene-Rrp40/gene-PDZ-GEF/gene-Chi/gene-heix/gene-Cortactin/gene-N/gene-LOC142976074/gene-LOC142975287/gene-LOC142980072/gene-nst/gene-RpS6/gene-Tbp/gene-LOC142973138/gene-spas/gene-Delta/gene-LOC142975546/gene-Gmppb/gene-Appl/gene-Mtl/gene-LOC142974663/gene-hth/gene-LOC142983525",149
"SKTI","GO:0006611","protein export from nucleus","63/3526","120/9658",0.525,1.43801758366421,3.66112625260736,0.000233174665900961,0.00404170532596557,0.00318152273312803,"gene-Ranbp21/gene-Upf1/gene-eEF5/gene-mago/gene-nonC/gene-Cse1/gene-Ntf-2/gene-Cbp20/gene-Nup205/gene-Ran/gene-Tsc1/gene-LOC142987440/gene-Smurf/gene-LOC142974928/gene-LOC142985268/gene-LOC142978249/gene-btz/gene-LOC142976459/gene-14-3-3zeta/gene-nito/gene-Nup98-96/gene-Hel25E/gene-tho2/gene-Smg6/gene-SF2/gene-thoc6/gene-Nup154/gene-LOC142982223/gene-LOC142973202/gene-LOC142986792/gene-eIF4AIII/gene-xmas/gene-pix/gene-U2af50/gene-Srrm1/gene-CPSF1/gene-Mat89Ba/gene-Nup188/gene-ebo/gene-B52/gene-LOC142979577/gene-Slbp/gene-thoc7/gene-LOC142984444/gene-LOC142982175/gene-Sym/gene-sbr/gene-Dbp80/gene-LOC142976794/gene-Clp/gene-l(1)G0007/gene-LOC142976059/gene-CPSF2/gene-LOC142985486/gene-RanBP3/gene-Nmd3/gene-LOC142978604/gene-Nup133/gene-tsu/gene-U2af38/gene-Hpr1/gene-drongo/gene-LOC142974663",63
"SKTI","GO:0002520","immune system development","171/3526","378/9658",0.452380952380952,1.23910812197823,3.59606420226823,0.000233175307267244,0.00404170532596557,0.00318152273312803,"gene-Sin3A/gene-Hipk/gene-mTor/gene-zip/gene-Spt5/gene-Abl/gene-Dorsal/gene-Rbcn-3B/gene-nocte/gene-tai/gene-nej/gene-arm/gene-E(bx)/gene-Grx5/gene-Nacalpha/gene-Fak/gene-LOC142987380/gene-roq/gene-Psi/gene-Su(var)2-10/gene-LOC142984303/gene-MED1/gene-Rho1/gene-LOC142977493/gene-LOC142983557/gene-shg/gene-LOC142984108/gene-LOC142976420/gene-Tsc1/gene-gw/gene-FASN1/gene-Set1/gene-Eph/gene-tmod/gene-RpL19/gene-Ufd4/gene-Sod2/gene-Stat92E/gene-LOC142972521/gene-HDAC4/gene-Tnpo/gene-RpL27/gene-RpS7/gene-kuz/gene-Cdk12/gene-Zir/gene-arr/gene-RpS21/gene-enok/gene-vri/gene-upSET/gene-bon/gene-RpL22/gene-mys/gene-dom/gene-mib1/gene-CYLD/gene-LOC142973568/gene-SCAR/gene-LOC142983602/gene-nito/gene-Nup98-96/gene-singed/gene-mahj/gene-Noa36/gene-Irbp18/gene-fz2/gene-raf/gene-RpS8/gene-LOC142982836/gene-Snrk/gene-mRpL53/gene-Pi3K92E/gene-C/EBP/gene-LOC142980122/gene-Mef2/gene-LOC142987185/gene-Ssdp/gene-Gata-beta/gene-RpS14/gene-Btl/gene-Rnp4F/gene-Top2/gene-LOC142979959/gene-lap/gene-Aos1/gene-Tet/gene-HnRNP-K/gene-Hr3/gene-Dh31-R/gene-LOC142982223/gene-LOC142981169/gene-Cul4/gene-LOC142985416/gene-trx/gene-Syx5/gene-Bmptp-Z/gene-LOC142978177/gene-FoxP/gene-LOC142987437/gene-Ttc7/gene-l(3)mbt/gene-LOC142983740/gene-Smox/gene-Lkb1/gene-dos/gene-exd/gene-Irbp/gene-Taz/gene-LOC142973064/gene-LOC142982946/gene-Pka-C3/gene-Btk29A/gene-Gar1/gene-sl/gene-Su(dx)/gene-scra/gene-ush/gene-Nop10/gene-LOC142983051/gene-Msh6/gene-LOC142973426/gene-Chd1/gene-chb/gene-LOC142983798/gene-if/gene-Ctps/gene-csw/gene-LOC142981372/gene-Dcr-1/gene-Elp3/gene-BHD/gene-B52/gene-CIAPIN1/gene-LOC142979242/gene-LOC142976396/gene-LOC142984846/gene-hop/gene-LOC142982175/gene-Blm/gene-RhoGAP1A/gene-LOC142973533/gene-Pkn/gene-LOC142973359/gene-Rrp40/gene-PDZ-GEF/gene-Chi/gene-heix/gene-Cortactin/gene-Ptx1/gene-N/gene-LOC142976074/gene-LOC142975287/gene-LOC142980072/gene-nbs/gene-nst/gene-RpS6/gene-Tbp/gene-LOC142973138/gene-spas/gene-Delta/gene-LOC142975546/gene-Gmppb/gene-elg1/gene-Appl/gene-Mtl/gene-Jarid2/gene-LOC142974663/gene-hth/gene-Prosbeta1/gene-LOC142983525",171
"SKTI","GO:0006354","DNA-templated transcription elongation","39/3526","67/9658",0.582089552238806,1.59439049787929,3.7020178672618,0.00023478844610648,0.00405570921226588,0.00319254621926156,"gene-RpII215/gene-LOC142984078/gene-Spt5/gene-Cbp20/gene-LOC142973132/gene-lilli/gene-LOC142976128/gene-Cdk12/gene-Eaf/gene-Rpb7/gene-Spt6/gene-CycT/gene-Rpb12/gene-Tfb5/gene-RpII33/gene-RpII140/gene-EloC/gene-Rpb11/gene-Su(Tpl)/gene-Rpb8/gene-LOC142979008/gene-Ssrp/gene-RpII15/gene-CycH/gene-RpII18/gene-TH1/gene-hay/gene-EloB/gene-Elp3/gene-mrn/gene-LOC142978882/gene-Ctr9/gene-Set2/gene-Elp4/gene-Tfb1/gene-dre4/gene-spt4/gene-Tfb4/gene-Rpb5",39
"SKTI","GO:0045216","cell-cell junction organization","70/3526","136/9658",0.514705882352941,1.40982116045511,3.64973171079585,0.000235755823964756,0.00405570921226588,0.00319254621926156,"gene-Hipk/gene-scrib/gene-l(2)gl/gene-Cka/gene-ALiX/gene-arm/gene-sdt/gene-Fak/gene-sdk/gene-Rho1/gene-Mmp1/gene-bark/gene-shg/gene-aPKC/gene-awd/gene-Csk/gene-cno/gene-jar/gene-HDAC4/gene-shi/gene-mesh/gene-mys/gene-LOC142972987/gene-TBCD/gene-singed/gene-obe/gene-pbl/gene-Atpalpha/gene-LOC142982492/gene-baz/gene-LOC142981304/gene-LOC142977648/gene-LOC142984495/gene-LOC142984672/gene-pyd/gene-Gli/gene-pck/gene-alpha-Cat/gene-LOC142987395/gene-LOC142973600/gene-Smox/gene-LOC142979710/gene-rhea/gene-Src64B/gene-LOC142983905/gene-if/gene-sinu/gene-Traf4/gene-BHD/gene-kune/gene-cdi/gene-LOC142976396/gene-LOC142987243/gene-par-6/gene-LOC142986743/gene-p120ctn/gene-RhoGAP102A/gene-Pkn/gene-Pak/gene-PDZ-GEF/gene-Cortactin/gene-Patj/gene-Magi/gene-Nrx-IV/gene-LOC142980248/gene-cv-c/gene-LOC142977303/gene-Arl2/gene-wol/gene-RhoGAP5A",70
"SKTI","GO:0097190","apoptotic signaling pathway","70/3526","136/9658",0.514705882352941,1.40982116045511,3.64973171079585,0.000235755823964756,0.00405570921226588,0.00319254621926156,"gene-bel/gene-Akt/gene-LOC142986676/gene-Hipk/gene-SERCA/gene-Abl/gene-Cul2/gene-LOC142980570/gene-nej/gene-LOC142978501/gene-LOC142987276/gene-LOC142976393/gene-LOC142982254/gene-Sod2/gene-Egfr/gene-LOC142987153/gene-wts/gene-Eaf/gene-BI-1/gene-raskol/gene-rock1/gene-PPP1R15/gene-Ube4B/gene-raf/gene-foxo/gene-Cul3/gene-LOC142976629/gene-LOC142975047/gene-LOC142981258/gene-Cul4/gene-Dronc/gene-E2f1/gene-LOC142976150/gene-Smox/gene-LOC142979424/gene-Lkb1/gene-Drp1/gene-crc/gene-Hip1/gene-hpo/gene-Ccm3/gene-Btk29A/gene-LOC142979962/gene-Myc/gene-Msh6/gene-if/gene-Pdk/gene-Roc2/gene-bsk/gene-LOC142975518/gene-Atg8/gene-Coa8/gene-BNIP3/gene-Tango11/gene-Blos2/gene-LOC142984846/gene-Ho/gene-hop/gene-Ask1/gene-LOC142987243/gene-LOC142975624/gene-Prx4/gene-nbs/gene-LOC142973138/gene-tank/gene-Cul1/gene-LOC142975635/gene-elg1/gene-LOC142976910/gene-Alg-2",70
"SKTI","GO:0140030","modification-dependent protein binding","45/3526","80/9658",0.5625,1.54073312535451,3.6825762593246,0.000239768564304825,0.00411442856347079,0.00323876852783333,"gene-LOC142986676/gene-Su(z)12/gene-LOC142980840/gene-Taf1/gene-Mi-2/gene-E(bx)/gene-TER94/gene-Prp8/gene-LOC142980064/gene-LOC142987380/gene-Fmr1/gene-LOC142983557/gene-LOC142984108/gene-MRG15/gene-Rad23/gene-upSET/gene-bon/gene-LOC142972375/gene-LOC142986113/gene-LOC142973986/gene-LOC142978810/gene-LOC142979008/gene-Sgf29/gene-Hrs/gene-mh/gene-Wdr81/gene-trx/gene-LOC142974963/gene-LOC142979371/gene-l(3)mbt/gene-Ubqn/gene-LOC142980003/gene-Kdm5/gene-Msh6/gene-Chd1/gene-LOC142981372/gene-LOC142978730/gene-Ide/gene-Art4/gene-LOC142972911/gene-CenG1A/gene-key/gene-drn/gene-morgue/gene-LOC142976910",45
"SKTI","GO:0098552","side of membrane","94/3526","192/9658",0.489583333333333,1.3410084609567,3.61904276904828,0.000243846372107547,0.00417396882330724,0.00328563703380506,"gene-Akt/gene-RasGAP1/gene-Chc/gene-SERCA/gene-LOC142973627/gene-Abl/gene-LOC142975900/gene-RpL14/gene-Fak/gene-RpL36A/gene-RpL29/gene-Rho1/gene-Spn/gene-Fas2/gene-LOC142976420/gene-dia/gene-LOC142972305/gene-Eph/gene-Csk/gene-Stat92E/gene-RpL27/gene-LOC142987153/gene-Ack-like/gene-RpS21/gene-RpL22/gene-mys/gene-Use1/gene-RpS28b/gene-CYLD/gene-RpL23/gene-raskol/gene-Shark/gene-ced-6/gene-RpS3/gene-trio/gene-cta/gene-vap/gene-lqf/gene-Dg/gene-Ggamma1/gene-baz/gene-LOC142979461/gene-RpL32/gene-Cnx99A/gene-LOC142981304/gene-Pten/gene-RpS29/gene-LOC142977648/gene-ex/gene-NUCB1/gene-Diap2/gene-LOC142975945/gene-RpS20/gene-mew/gene-LOC142985416/gene-Bmptp-Z/gene-Ack/gene-LOC142984499/gene-LOC142980532/gene-LOC142976791/gene-LOC142981347/gene-CenB1A/gene-Src64B/gene-RpL11/gene-Hip1/gene-Ccm3/gene-Btk29A/gene-LOC142983905/gene-dlp/gene-if/gene-SppL/gene-LOC142978445/gene-FER/gene-hop/gene-Ask1/gene-LOC142977570/gene-LOC142987243/gene-p120ctn/gene-shot/gene-Atet/gene-LOC142986118/gene-LOC142978941/gene-Snmp2/gene-LOC142975546/gene-Gfrl/gene-Droj2/gene-LOC142987076/gene-LOC142973686/gene-Mtl/gene-LOC142982624/gene-Snx6/gene-LOC142977303/gene-Rab5/gene-Gbeta5",94
"SKTI","GO:0016226","iron-sulfur cluster assembly","16/3526","21/9658",0.761904761904762,2.08691894227912,3.78091637553435,0.000245830916663368,0.00419747117407303,0.00330413745805988,"gene-LOC142979270/gene-IscU/gene-MagR/gene-Grx5/gene-fh/gene-LOC142981315/gene-bcn92/gene-Grx3/gene-Nubp1/gene-Nubpl/gene-Hsc20/gene-Ciao1/gene-Nubp2/gene-CIAPIN1/gene-Nfs1/gene-LOC142979558",16
"SKTI","GO:0010256","endomembrane system organization","139/3526","300/9658",0.463333333333333,1.26910758177349,3.59051079817528,0.000247754059397124,0.00421981107618327,0.00332172283370886,"gene-Akt/gene-Chc/gene-LOC142986676/gene-LOC142984753/gene-SERCA/gene-LOC142973978/gene-zip/gene-ALiX/gene-Npl4/gene-AP-1gamma/gene-TER94/gene-sdt/gene-LOC142977347/gene-ATP8B/gene-Stam/gene-Blos1/gene-LOC142980898/gene-LOC142977493/gene-garnet/gene-dia/gene-LOC142986840/gene-Syx17/gene-Efa6/gene-Ist1/gene-hook/gene-eIF3m/gene-LOC142974657/gene-Sec24CD/gene-mbt/gene-MICAL-like/gene-Sec71/gene-lsn/gene-LOC142974285/gene-shi/gene-pcx/gene-eca/gene-baf/gene-LOC142984322/gene-bai/gene-LOC142975386/gene-Use1/gene-MTA1-like/gene-LOC142979377/gene-l(2)gd1/gene-SCAR/gene-nes/gene-EndoA/gene-garz/gene-LOC142982492/gene-Uqcc1/gene-Tango2/gene-ClC-c/gene-Synj/gene-Ankle2/gene-Mhcl/gene-CHOp24/gene-Osbp/gene-oys/gene-hppy/gene-Pten/gene-ari-1/gene-Amph/gene-LOC142982062/gene-Hrs/gene-LOC142979342/gene-PAPLA1/gene-Vap33/gene-Cnep1r2/gene-Pi3K59F/gene-Nup154/gene-Syx18/gene-Dmtn/gene-LOC142974963/gene-Syx5/gene-LOC142987404/gene-LOC142976150/gene-Tmf/gene-Pi4KIIIalpha/gene-l(3)76BDm/gene-atl/gene-Rme-8/gene-Pi4KIIalpha/gene-Ccm3/gene-dop/gene-LOC142974689/gene-scra/gene-msps/gene-LOC142983051/gene-Arp3/gene-Tango5/gene-chb/gene-Cog2/gene-gry/gene-alpha-Spec/gene-Vps37B/gene-htt/gene-Cdc25/gene-Blos2/gene-LOC142985075/gene-cert/gene-LOC142977401/gene-mino/gene-LOC142987243/gene-RhoGAP1A/gene-LOC142980127/gene-Dd/gene-LOC142981496/gene-fwd/gene-pelo/gene-LOC142981334/gene-Tango1/gene-LOC142982021/gene-Sec20/gene-LOC142983715/gene-Kr-h2/gene-Lpin/gene-Vps36/gene-Ost48/gene-Strip/gene-LOC142979983/gene-MESK2/gene-LOC142984684/gene-spas/gene-Cog4/gene-Flo1/gene-Rab1/gene-LOC142972407/gene-Vps24/gene-Als2/gene-Sar1/gene-LOC142982652/gene-drongo/gene-Ten-a/gene-Rab5/gene-TSG101/gene-wol/gene-RhoGAP5A/gene-p47/gene-Pld",139
