gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation
gene-LOC142976128,269.60539306582666,-2.9821913688100463,0.4012885249829976,-7.745343045554594,9.532413580864056e-15,1.1463014451880017e-12,down
gene-MED9,686.558290885342,2.420202296277945,0.3240026742328565,7.735631726057532,1.0289090385895696e-14,1.2081813075485285e-12,up
gene-ND-B12,7971.924641290265,4.062926153672872,0.5608789213889588,7.736845140956779,1.0191406684911216e-14,1.2081813075485285e-12,up
gene-LOC142973946,1472.1836320175173,1.8507042150509452,0.2452520118571536,7.733914514990492,1.0428907628423711e-14,1.2103596167360122e-12,up
gene-Pfdn5,1208.4748088371834,2.53590360433088,0.3404435662086509,7.726663045998941,1.1040236782885856e-14,1.2665816474710772e-12,up
gene-Kcmf1,533.8036541097489,-4.714068687774432,0.6466488360586793,-7.697399885071711,1.3886280878225622e-14,1.574988289154204e-12,down
gene-LOC142980900,368.9042230183405,-2.1488399025099985,0.2884385463317532,-7.686966197616797,1.5066492047202634e-14,1.689647832844152e-12,down
gene-LOC142973585,3422.1826830484374,2.916702671459061,0.3965268676366401,7.670486482184628,1.7134522586089383e-14,1.8793370322171224e-12,up
gene-LOC142977922,991.69149460221,2.9943614270286374,0.4073517145396502,7.671737485734152,1.696819564967179e-14,1.8793370322171224e-12,up
gene-LOC142983263,204.823581161128,-2.997424640322167,0.4079402498988239,-7.667748303850805,1.7504194231741472e-14,1.89901481116317e-12,down
gene-LOC142982894,3761.8638584943687,2.970503348354008,0.4044511954430132,7.664321324266701,1.7977929050347432e-14,1.9294377403389002e-12,up
gene-LOC142973511,751.7407334067226,3.7906837304024927,0.519915190608612,7.6615264376979235,1.8373604438422555e-14,1.9509249563818672e-12,up
gene-Pfdn2,1930.722621468791,2.4843589572688973,0.3365393430828264,7.654679234392982,1.9379535097547684e-14,2.036075155880247e-12,up
gene-LOC142976055,1178.8215344923044,2.536250701269281,0.3443220664200667,7.645800306650204,2.0764971586573154e-14,2.158908139641528e-12,up
gene-Usp20-33,924.5714445485291,-3.764838249122072,0.5190643790767687,-7.629069647625413,2.3645387525983844e-14,2.433037246359224e-12,down
gene-LOC142980898,277.35863878735483,-3.628013767441991,0.5004137487867476,-7.616492222684219,2.606622872799241e-14,2.6547656013682887e-12,down
gene-brun,446.8578220523321,-2.490599367624089,0.3400202637417487,-7.604698841140357,2.8556809485693304e-14,2.8790456108758065e-12,down
gene-LOC142978902,603.4529490120719,2.7264911067007973,0.3755524926175516,7.564174920301114,3.903341893180192e-14,3.89592554358315e-12,up
gene-SERCA,3709.311812499433,-4.106126317425788,0.572790617438601,-7.554066058097,4.21876034482527e-14,4.169054158584259e-12,down
gene-LOC142977913,4521.222462443815,2.986953645357143,0.4141297274426976,7.538103332905194,4.7685594985446704e-14,4.6661757210759175e-12,up
gene-RasGAP1,240.1390405084354,-3.366976497608249,0.4690942182796884,-7.530986450190498,5.0358414475593146e-14,4.8798770376785926e-12,down
gene-LOC142981582,497.1590544137911,-2.0784644257297717,0.2851926876752635,-7.528680899847895,5.1255471291509823e-14,4.919046720774611e-12,down
gene-ND-B16.6,4533.416711613148,4.204775178623673,0.5912194761072772,7.509345039248394,5.942391297459022e-14,5.648667384756048e-12,up
gene-LOC142972401,2368.1876278096047,2.714999062219331,0.3769409764912806,7.504789357837275,6.152745749041043e-14,5.793448615205532e-12,up
gene-LOC142983254,2494.1870763546176,3.4317646738482,0.4834954269715569,7.4951659501372445,6.621453368485568e-14,6.1765164552200416e-12,up
gene-Karybeta3,3173.639646842484,-3.5875112172947485,0.5044919055996012,-7.485624777812704,7.12075678994424e-14,6.580766066706802e-12,down
gene-mRpL15,1043.233276761591,2.787234059871712,0.3894754162156595,7.468985296780945,8.081556778227833e-14,7.40018515628367e-12,up
gene-RpL9,37674.06429627014,2.3849582360691635,0.331950329297992,7.466021907879492,8.265559118155529e-14,7.499867778028212e-12,up
gene-RhoGEF2,605.2835685803592,-4.182504139341156,0.5918533868176734,-7.462559030663538,8.485797605274522e-14,7.630337468310362e-12,down
gene-mRpS18C,346.5367835273462,3.0218701465661835,0.4241561553496439,7.461342765559904,8.56451250726745e-14,7.632357083485395e-12,up
gene-m-cup,742.6018742407895,-7.09595522028228,1.0153912308502142,-7.445855531069446,9.631816468314017e-14,8.507536298251522e-12,down
gene-Spx,200.17087574154783,-3.359990338875689,0.4737723237191923,-7.442400103255315,9.88722230989446e-14,8.656523322373386e-12,down
gene-Mmp1,2167.145132708155,-4.490277314201164,0.6413669577866619,-7.421489701047481,1.1581026074561188e-13,1.0051323586973495e-11,down
gene-LOC142977714,1186.4399854872129,2.365208151632755,0.3309817687972977,7.416958333849779,1.1984062675963546e-13,1.031145944558553e-11,up
gene-Bap60,777.2267080316884,-3.821015609929057,0.5446426372813861,-7.41159744857362,1.247870522474678e-13,1.0645295457110908e-11,down
gene-MTA1-like,164.071122687393,-5.665971277746851,0.8103004510108041,-7.401364016952703,1.3479266586887646e-13,1.1401403373197085e-11,down
gene-LOC142979939,540.9536301024528,3.761247191862748,0.5370454383303422,7.391710625702074,1.4495172061841782e-13,1.215767330665906e-11,up
gene-Srp19,1244.9312714230066,2.383415198314784,0.3352149039848549,7.383807242948931,1.538261055950117e-13,1.2794486332865098e-11,up
gene-LOC142987685,1279.0760302105402,3.563029752224359,0.5097326426878651,7.365713629248238,1.7620170793375426e-13,1.4534456585841332e-11,up
gene-LOC142972650,2824.950537439841,2.7193074835288926,0.3870113237752839,7.337612022991747,2.1743838718599606e-13,1.778895526642153e-11,up
gene-RpL30,29804.595990592145,2.720517333470277,0.3884044508503168,7.335282442210331,2.2125438064207213e-13,1.7953983521857898e-11,up
gene-ox,3530.807606018665,4.113089965054432,0.5939035193742688,7.329904993954219,2.3031594691044296e-13,1.8538576339622023e-11,up
