sample,label,cycle,stage,mean_phred
ID-10,SKTI_R2,38,before,39.4576
ID-10,SKTI_R2,39,before,38.8143
ID-10,SKTI_R2,40,before,39.4507
ID-10,SKTI_R2,41,before,39.4419
ID-10,SKTI_R2,42,before,39.3819
ID-10,SKTI_R2,43,before,39.3185
ID-10,SKTI_R2,44,before,37.0191
ID-10,SKTI_R2,45,before,37.4268
ID-10,SKTI_R2,46,before,35.3708
ID-10,SKTI_R2,47,before,39.0028
ID-10,SKTI_R2,48,before,33.2301
ID-10,SKTI_R2,49,before,35.1721
ID-10,SKTI_R2,50,before,32.0406
ID-10,SKTI_R2,51,before,36.071
ID-10,SKTI_R2,52,before,32.2151
ID-10,SKTI_R2,53,before,31.7922
ID-10,SKTI_R2,54,before,32.6411
ID-10,SKTI_R2,55,before,30.9008
ID-10,SKTI_R2,56,before,30.2911
ID-10,SKTI_R2,57,before,31.9306
ID-10,SKTI_R2,58,before,33.9633
ID-10,SKTI_R2,59,before,30.5731
ID-10,SKTI_R2,60,before,32.4445
ID-10,SKTI_R2,61,before,30.6124
ID-10,SKTI_R2,62,before,30.0835
ID-10,SKTI_R2,63,before,31.9319
ID-10,SKTI_R2,64,before,33.5784
ID-10,SKTI_R2,65,before,31.4523
ID-10,SKTI_R2,66,before,30.093
ID-10,SKTI_R2,67,before,30.01
ID-10,SKTI_R2,68,before,30.7002
ID-10,SKTI_R2,69,before,31.1986
ID-10,SKTI_R2,70,before,30.9841
ID-10,SKTI_R2,71,before,30.4535
ID-10,SKTI_R2,72,before,30.9531
ID-10,SKTI_R2,73,before,32.7434
ID-10,SKTI_R2,74,before,33.6485
ID-10,SKTI_R2,75,before,33.9759
ID-10,SKTI_R2,76,before,34.1242
ID-10,SKTI_R2,77,before,34.1943
ID-10,SKTI_R2,78,before,34.2294
ID-10,SKTI_R2,79,before,34.2653
ID-10,SKTI_R2,80,before,34.2986
ID-10,SKTI_R2,81,before,34.3587
ID-10,SKTI_R2,82,before,34.449
ID-10,SKTI_R2,83,before,34.5691
ID-10,SKTI_R2,84,before,34.7088
ID-10,SKTI_R2,85,before,35
ID-10,SKTI_R2,86,before,35.2904
ID-10,SKTI_R2,87,before,35.6207
ID-10,SKTI_R2,88,before,35.9844
ID-10,SKTI_R2,89,before,36.3099
ID-10,SKTI_R2,90,before,36.6309
ID-10,SKTI_R2,91,before,36.9359
ID-10,SKTI_R2,92,before,37.1703
ID-10,SKTI_R2,93,before,37.3476
ID-10,SKTI_R2,94,before,37.5282
ID-10,SKTI_R2,95,before,37.658
ID-10,SKTI_R2,96,before,37.7881
ID-10,SKTI_R2,97,before,37.9189
ID-10,SKTI_R2,98,before,38.0191
ID-10,SKTI_R2,99,before,38.1086
ID-10,SKTI_R2,100,before,38.2083
ID-10,SKTI_R2,101,before,38.2626
ID-10,SKTI_R2,102,before,38.3309
ID-10,SKTI_R2,103,before,38.4134
ID-10,SKTI_R2,104,before,38.469
ID-10,SKTI_R2,105,before,38.5278
ID-10,SKTI_R2,106,before,38.5856
ID-10,SKTI_R2,107,before,38.6291
ID-10,SKTI_R2,108,before,38.677
ID-10,SKTI_R2,109,before,38.7082
ID-10,SKTI_R2,110,before,38.7412
ID-10,SKTI_R2,111,before,38.7631
ID-10,SKTI_R2,112,before,38.7832
ID-10,SKTI_R2,113,before,38.8044
ID-10,SKTI_R2,114,before,38.8157
ID-10,SKTI_R2,115,before,38.8385
ID-10,SKTI_R2,116,before,38.852
ID-10,SKTI_R2,117,before,38.8636
ID-10,SKTI_R2,118,before,38.875
ID-10,SKTI_R2,119,before,38.878
ID-10,SKTI_R2,120,before,38.8773
ID-10,SKTI_R2,121,before,38.8902
ID-10,SKTI_R2,122,before,38.8856
ID-10,SKTI_R2,123,before,38.8786
ID-10,SKTI_R2,124,before,38.8838
ID-10,SKTI_R2,125,before,38.8711
ID-10,SKTI_R2,126,before,38.8574
ID-10,SKTI_R2,127,before,38.8521
ID-10,SKTI_R2,128,before,38.8275
ID-10,SKTI_R2,129,before,38.8179
ID-10,SKTI_R2,130,before,38.7922
ID-10,SKTI_R2,131,before,38.7693
ID-10,SKTI_R2,132,before,38.7622
ID-10,SKTI_R2,133,before,38.757
ID-10,SKTI_R2,134,before,38.7377
ID-10,SKTI_R2,135,before,38.7294
ID-10,SKTI_R2,136,before,38.7192
ID-10,SKTI_R2,137,before,38.7195
ID-10,SKTI_R2,138,before,38.7106
ID-10,SKTI_R2,139,before,38.7091
ID-10,SKTI_R2,140,before,38.6985
ID-10,SKTI_R2,141,before,38.6866
ID-10,SKTI_R2,142,before,38.6904
ID-10,SKTI_R2,143,before,38.6737
ID-10,SKTI_R2,144,before,38.6667
ID-10,SKTI_R2,145,before,38.6555
ID-10,SKTI_R2,146,before,38.6454
ID-10,SKTI_R2,147,before,38.562
ID-10,SKTI_R2,148,before,38.6104
ID-10,SKTI_R2,149,before,38.5942
ID-10,SKTI_R2,150,before,38.5771
ID-10,SKTI_R2,151,before,38.3038
ID-10,SKTI_R2,1,after,38.7962
ID-10,SKTI_R2,2,after,39.2888
ID-10,SKTI_R2,3,after,39.3925
ID-10,SKTI_R2,4,after,39.3864
ID-10,SKTI_R2,5,after,39.4378
ID-10,SKTI_R2,6,after,39.4234
ID-10,SKTI_R2,7,after,39.3323
ID-10,SKTI_R2,8,after,39.3999
ID-10,SKTI_R2,9,after,39.4146
ID-10,SKTI_R2,10,after,39.4149
ID-10,SKTI_R2,11,after,39.4579
ID-10,SKTI_R2,12,after,39.4062
ID-10,SKTI_R2,13,after,39.436
ID-10,SKTI_R2,14,after,39.4261
ID-10,SKTI_R2,15,after,39.4557
ID-10,SKTI_R2,16,after,39.5167
ID-10,SKTI_R2,17,after,39.5395
ID-10,SKTI_R2,18,after,39.5055
ID-10,SKTI_R2,19,after,39.5103
ID-10,SKTI_R2,20,after,39.5075
ID-10,SKTI_R2,21,after,39.5421
ID-10,SKTI_R2,22,after,39.5342
ID-10,SKTI_R2,23,after,39.5319
ID-10,SKTI_R2,24,after,39.5394
ID-10,SKTI_R2,25,after,39.5334
ID-10,SKTI_R2,26,after,39.5125
ID-10,SKTI_R2,27,after,39.5133
ID-10,SKTI_R2,28,after,39.5113
ID-10,SKTI_R2,29,after,39.5341
ID-10,SKTI_R2,30,after,39.5015
ID-10,SKTI_R2,31,after,39.5082
ID-10,SKTI_R2,32,after,39.5139
ID-10,SKTI_R2,33,after,39.5037
ID-10,SKTI_R2,34,after,39.5081
ID-10,SKTI_R2,35,after,39.514
ID-10,SKTI_R2,36,after,39.516
ID-10,SKTI_R2,37,after,39.524
ID-10,SKTI_R2,38,after,39.5316
ID-10,SKTI_R2,39,after,39.5231
ID-10,SKTI_R2,40,after,39.5278
ID-10,SKTI_R2,41,after,39.5245
ID-10,SKTI_R2,42,after,39.5157
ID-10,SKTI_R2,43,after,39.5129
ID-10,SKTI_R2,44,after,39.509
ID-10,SKTI_R2,45,after,39.4864
ID-10,SKTI_R2,46,after,39.4861
ID-10,SKTI_R2,47,after,39.5254
ID-10,SKTI_R2,48,after,39.4767
ID-10,SKTI_R2,49,after,39.487
ID-10,SKTI_R2,50,after,39.4538
ID-10,SKTI_R2,51,after,39.4802
ID-10,SKTI_R2,52,after,39.43
ID-10,SKTI_R2,53,after,39.4645
ID-10,SKTI_R2,54,after,39.4375
ID-10,SKTI_R2,55,after,39.4532
ID-10,SKTI_R2,56,after,39.4507
ID-10,SKTI_R2,57,after,39.4665
ID-10,SKTI_R2,58,after,39.4822
ID-10,SKTI_R2,59,after,39.4605
ID-10,SKTI_R2,60,after,39.4626
ID-10,SKTI_R2,61,after,39.4163
ID-10,SKTI_R2,62,after,39.4427
ID-10,SKTI_R2,63,after,39.4582
ID-10,SKTI_R2,64,after,39.4749
ID-10,SKTI_R2,65,after,39.4174
ID-10,SKTI_R2,66,after,39.4263
ID-10,SKTI_R2,67,after,39.3784
ID-10,SKTI_R2,68,after,39.4302
ID-10,SKTI_R2,69,after,39.4332
ID-10,SKTI_R2,70,after,39.4258
ID-10,SKTI_R2,71,after,39.4201
ID-10,SKTI_R2,72,after,39.4291
ID-10,SKTI_R2,73,after,39.4564
ID-10,SKTI_R2,74,after,39.458
ID-10,SKTI_R2,75,after,39.4162
ID-10,SKTI_R2,76,after,39.4572
ID-10,SKTI_R2,77,after,39.4456
ID-10,SKTI_R2,78,after,39.4468
ID-10,SKTI_R2,79,after,39.4429
ID-10,SKTI_R2,80,after,39.4318
ID-10,SKTI_R2,81,after,39.4332
ID-10,SKTI_R2,82,after,39.4324
ID-10,SKTI_R2,83,after,39.4353
ID-10,SKTI_R2,84,after,39.3921
ID-10,SKTI_R2,85,after,39.4212
ID-10,SKTI_R2,86,after,39.4268
ID-10,SKTI_R2,87,after,39.4125
ID-10,SKTI_R2,88,after,39.4198
ID-10,SKTI_R2,89,after,39.4066
ID-10,SKTI_R2,90,after,39.4
ID-10,SKTI_R2,91,after,39.4018
ID-10,SKTI_R2,92,after,39.401
ID-10,SKTI_R2,93,after,39.3942
ID-10,SKTI_R2,94,after,39.4005
ID-10,SKTI_R2,95,after,39.3926
ID-10,SKTI_R2,96,after,39.3937
ID-10,SKTI_R2,97,after,39.3971
ID-10,SKTI_R2,98,after,39.3901
ID-10,SKTI_R2,99,after,39.3864
ID-10,SKTI_R2,100,after,39.388
ID-10,SKTI_R2,101,after,39.3748
ID-10,SKTI_R2,102,after,39.3726
ID-10,SKTI_R2,103,after,39.3802
ID-10,SKTI_R2,104,after,39.3762
ID-10,SKTI_R2,105,after,39.3658
ID-10,SKTI_R2,106,after,39.3671
ID-10,SKTI_R2,107,after,39.3626
ID-10,SKTI_R2,108,after,39.3634
ID-10,SKTI_R2,109,after,39.3613
ID-10,SKTI_R2,110,after,39.3575
ID-10,SKTI_R2,111,after,39.3524
ID-10,SKTI_R2,112,after,39.3446
ID-10,SKTI_R2,113,after,39.3409
ID-10,SKTI_R2,114,after,39.3386
ID-10,SKTI_R2,115,after,39.3399
ID-10,SKTI_R2,116,after,39.3369
ID-10,SKTI_R2,117,after,39.3361
ID-10,SKTI_R2,118,after,39.3373
ID-10,SKTI_R2,119,after,39.3338
ID-10,SKTI_R2,120,after,39.3274
ID-10,SKTI_R2,121,after,39.3313
ID-10,SKTI_R2,122,after,39.3282
ID-10,SKTI_R2,123,after,39.3178
ID-10,SKTI_R2,124,after,39.3223
ID-10,SKTI_R2,125,after,39.3144
ID-10,SKTI_R2,126,after,39.3106
ID-10,SKTI_R2,127,after,39.3108
ID-10,SKTI_R2,128,after,39.3
ID-10,SKTI_R2,129,after,39.3067
ID-10,SKTI_R2,130,after,39.2977
ID-10,SKTI_R2,131,after,39.2923
ID-10,SKTI_R2,132,after,39.2984
ID-10,SKTI_R2,133,after,39.3033
ID-10,SKTI_R2,134,after,39.2918
ID-10,SKTI_R2,135,after,39.2895
ID-10,SKTI_R2,136,after,39.2792
ID-10,SKTI_R2,137,after,39.2808
ID-10,SKTI_R2,138,after,39.2762
ID-10,SKTI_R2,139,after,39.274
ID-10,SKTI_R2,140,after,39.2693
ID-10,SKTI_R2,141,after,39.261
ID-10,SKTI_R2,142,after,39.2664
ID-10,SKTI_R2,143,after,39.2592
ID-10,SKTI_R2,144,after,39.2578
ID-10,SKTI_R2,145,after,39.2518
ID-10,SKTI_R2,146,after,39.2527
ID-10,SKTI_R2,147,after,39.1793
ID-10,SKTI_R2,148,after,39.2407
ID-10,SKTI_R2,149,after,39.238
ID-10,SKTI_R2,150,after,39.2351
ID-10,SKTI_R2,151,after,38.8292
