	ID-1	ID-2	ID-3	ID-5	ID-7	ID-8	ID-9	ID-10	ID-12	ID-14	ID-15	ID-16	ID-18
gene-LOC142979308	1530	66	175	1102	111	1317	2160	272	3212	4507	4748	1741	25
gene-LOC142979310	41826	1093	1	16	207	23	0	30	3895	14	4114	0	35920
gene-LOC142979311	1	0	0	1	11	0	0	0	3	2	1	0	306
gene-LOC142979313	14	3	9	4	0	0	32	0	1	3	2	7	179
gene-LOC142979314	1	0	0	0	0	0	0	2	0	0	0	0	11
gene-LOC142979315	25	76	49	84	121	218	307	670	606	136	100	121	79
gene-LOC142979316	0	6	0	1	0	7	0	0	0	0	0	0	0
gene-LOC142979317	160	138	462	62	112	42	96	141	110	109	110	129	54
gene-LOC142979318	26	5	209	66	44	0	4	0	15	86	212	7	28
gene-LOC142979320	1	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979321	0	4	0	0	0	0	0	0	0	0	0	0	4
gene-LOC142979323	85827	6348	103	86	1273	23	1	70	5236	43	3525	6	145141
gene-LOC142979324	6134	3148	8503	2348	6140	1492	2500	6005	4841	2362	1492	1697	1520
gene-LOC142979325	71	67	60	128	2	12	43	27	45	12	9	23	109
gene-LOC142979327	0	1	0	0	0	71	2	14	43	4	25	0	1958
gene-LOC142979329	85	14	29	652	66	464	243	114	98	156	75	55	1860
gene-LOC142979330	329	207	302	667	86	1485	2088	3275	7382	4999	7572	5130	1
gene-LOC142979334	418	661	738	721	561	1709	5232	3859	14806	4976	5420	6263	5
gene-LOC142979335	387	1474	1019	1392	3671	361	3828	5323	4783	2486	819	1216	3117
gene-LOC142979336	1303	2064	3616	1391	816	554	408	323	426	489	345	327	361
gene-LOC142979337	1	0	6	3	5	0	0	0	0	0	0	0	122
gene-LOC142979339	7	8	18	24	0	30	4	0	26	7	1	6	28
gene-LOC142979340	2	0	2	0	0	0	0	0	1	0	0	2	45
gene-LOC142979341	145	64	153	128	76	65	10	18	11	16	23	10	256
gene-LOC142979342	166	57	79	168	18	114	316	225	732	464	880	740	109
gene-LOC142979343	817	1313	1254	945	204	162	406	273	300	307	232	359	842
gene-LOC142979344	0	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142979345	19	19	7	27	0	0	0	5	9	11	5	14	24
gene-LOC142979346	412	974	283	615	695	4738	738	955	1554	549	902	593	1509
gene-LOC142979347	40	31	42	58	38	55	32	11	7	21	25	34	105
gene-LOC142979348	104	92	322	72	107	55	249	165	319	227	128	193	208
gene-LOC142979351	86	57	47	145	61	212	378	176	679	328	829	557	590
gene-LOC142979352	11	13	10	10	12	58	36	14	39	16	5	2	102
gene-LOC142979353	3	0	4	5	0	119	0	2	1	0	6	0	0
gene-LOC142979354	767	476	752	977	261	277	766	336	815	459	996	1018	226
gene-LOC142979355	10791	3577	3329	3647	3163	2572	6450	3202	3497	3778	1291	4145	4
gene-LOC142979356	81	117	159	77	19	37	205	149	169	184	134	209	103
gene-LOC142979357	0	0	0	0	27	0	0	0	0	0	0	0	203
gene-LOC142979358	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979359	91	32	33	57	15	164	44	30	64	36	78	46	211
gene-LOC142979360	1	25	90	27	51	305	51	26	36	15	36	0	145
gene-LOC142979362	0	0	0	0	0	0	0	0	0	0	0	0	15
gene-LOC142979363	62	77	122	50	73	0	41	33	59	118	86	110	30
gene-LOC142979364	41	66	93	38	52	26	146	212	153	122	98	118	58
gene-LOC142979365	2	34	15	46	53	476	24	82	41	24	11	15	88
gene-LOC142979366	7606	1598	625	1757	317	1021	7136	2134	8324	2235	5677	7925	461
gene-LOC142979367	258	129	133	383	43	227	273	150	196	228	202	370	214
gene-LOC142979368	14	0	1	25	4	0	0	0	99	7	182	72	0
gene-LOC142979369	77	45	50	68	23	6	27	13	14	12	30	44	173
gene-LOC142979370	233	168	299	214	126	100	92	66	43	117	179	109	127
gene-LOC142979371	147	160	369	84	245	14	24	13	9	33	19	25	379
gene-LOC142979373	63	90	207	50	65	13	15	52	12	28	14	16	25
gene-LOC142979374	15	50	169	7	57	65	78	62	179	100	143	26	49
gene-LOC142979375	4	6	1	6	4	0	2	2	1	8	8	10	7
gene-LOC142979376	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979377	591	598	1056	458	885	454	138	61	46	180	231	122	356
gene-LOC142979378	633	276	1009	373	345	95	160	118	63	96	48	90	158
gene-LOC142979379	6	8	19	5	12	38	6	5	17	6	30	2	96
gene-LOC142979380	99	46	20	24	0	0	135	103	33	48	5	11	0
gene-LOC142979381	0	0	4	1	7	0	0	0	0	0	0	0	4
gene-LOC142979382	26	0	63	0	43	0	24	1	3	0	0	0	297
gene-LOC142979383	0	0	3	0	0	0	0	0	0	0	0	0	0
gene-LOC142979384	0	3	0	1	4	0	0	2	0	2	2	0	0
gene-LOC142979386	2	2	1	1	0	116	12	5	10	1	3	0	57
gene-LOC142979387	4	9	4	39	0	0	0	4	11	1	18	12	0
gene-LOC142979388	46	7	31	68	35	26	38	10	117	78	150	72	46
gene-LOC142979389	0	6	14	6	0	0	2	0	0	0	0	6	7
gene-LOC142979390	22	22	88	37	33	0	44	18	34	19	14	20	32
gene-LOC142979393	2	0	5	0	0	0	0	0	5	0	0	11	2
gene-LOC142979395	641	1244	2114	554	1434	11589	3920	8697	11494	1288	11448	432	8
gene-LOC142979396	18	40	92	133	89	33	54	12	13	49	22	49	654
gene-LOC142979398	46	77	236	14	20	0	12	0	7	9	3	8	21
gene-LOC142979401	105	304	160	388	786	161	846	1224	1393	663	237	328	802
gene-LOC142979402	0	0	0	0	0	0	0	3	0	0	0	0	0
gene-LOC142979403	96	32	19	2	24	0	0	0	4	1	0	4	1712
gene-LOC142979404	0	0	5	0	0	0	0	0	2	0	0	0	2973
gene-LOC142979406	1159	414	574	1249	594	1104	562	398	979	427	944	748	2273
gene-LOC142979407	1053	1101	1391	1188	679	317	523	384	522	661	579	639	1192
gene-LOC142979408	703	471	653	563	188	273	751	484	1008	931	1075	796	321
gene-LOC142979409	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979411	703	381	547	805	333	417	602	420	1718	831	2662	1354	253
gene-LOC142979412	260	53	400	66	307	0	366	40	394	215	67	266	1
gene-LOC142979413	625	1128	751	714	875	445	275	225	173	304	229	269	108
gene-LOC142979416	1569	967	1238	1730	971	1863	3850	2140	7637	4521	8619	5677	2644
gene-LOC142979417	2	25	3	161	54	0	1	18	5	1	1	0	907
gene-LOC142979418	6	0	0	10	0	0	0	0	0	0	0	0	0
gene-LOC142979419	55	90	871	53	150	56	106	18	34	160	15	35	1282
gene-LOC142979420	3227	710	2975	1079	637	502	468	70	376	256	437	179	169
gene-LOC142979421	14	9	82	1	33	0	2	0	1	4	2	0	41
gene-LOC142979423	273	48	9	45	43	23	31	41	56	26	16	30	1
gene-LOC142979424	1021	307	151	7202	212	4401	1869	1348	9531	3237	17382	7131	1552
gene-LOC142979425	65	19	46	72	11	77	37	15	16	43	56	41	62
gene-LOC142979427	10	83	60	96	185	39	125	281	520	186	66	65	155
gene-LOC142979428	9	4	2	2	50	31	0	2	4	0	4	1	6
gene-LOC142979429	414	814	601	157	213	61	62	115	86	17	55	39	292
gene-LOC142979432	1984	1428	433	206	284	2883	1460	34	303	280	464	706	0
gene-LOC142979433	1	0	0	1	0	0	2	2	0	0	0	0	60
gene-LOC142979434	29	28	61	80	29	17	58	4	14	23	12	4	226
gene-LOC142979436	243	526	474	307	359	361	585	410	526	578	289	398	3
gene-LOC142979443	63	13	44	9	13	0	22	78	19	11	3	1	0
gene-LOC142979444	222	110	142	149	58	81	59	42	58	56	30	33	256
gene-LOC142979446	99	111	46	41	106	1774	230	107	697	132	1119	204	5
gene-LOC142979447	10672	6201	1584	8541	2338	3541	8810	7079	14164	6563	6497	26034	67
gene-LOC142979449	0	0	0	0	0	0	0	3	0	0	0	0	0
gene-LOC142979450	4	0	0	0	0	12	0	0	0	0	2	0	0
gene-LOC142979451	1	1	0	9	7	4	4	0	11	0	20	12	49
gene-LOC142979452	689	80	0	0	7	0	0	0	196	2	632	0	897
gene-LOC142979455	0	4	0	0	0	0	0	0	0	1	0	5	28
gene-LOC142979456	2501	505	639	626	500	3169	341	185	170	170	160	463	0
gene-LOC142979458	0	3	0	0	1	11	0	2	4	1	2	0	1242
gene-LOC142979461	222	259	430	111	274	72	43	15	33	41	50	53	415
gene-LOC142979463	187	380	917	42	290	620	202	68	159	24	52	94	10235
gene-LOC142979464	5	7	1	0	0	12	3	8	4	2	17	0	14
gene-LOC142979465	0	0	0	0	0	22	3	0	10	0	4	0	12
gene-LOC142979468	2	4	0	0	0	5	0	0	0	0	0	0	79
gene-LOC142979470	191	261	306	190	202	69	564	528	765	544	616	718	283
gene-LOC142979471	1234	1620	59	448	407	360	795	1477	1538	430	257	666	0
gene-LOC142979472	44	62	46	7	9	67	0	0	8	2	1	12	264
gene-LOC142979474	402	263	270	289	160	462	1410	580	1957	1285	2605	1744	137
gene-LOC142979475	18316	6811	15854	9413	6762	25591	59610	57454	308953	96179	318034	57127	6
gene-LOC142979476	2	39	12	31	0	173	10	7	4	4	1	0	46
gene-LOC142979477	132	98	436	180	166	46	39	26	15	30	23	30	155
gene-LOC142979479	219	218	223	232	113	118	35	25	33	27	11	28	289
gene-LOC142979483	0	5	2	0	0	13	0	3	0	0	0	0	9
gene-LOC142979484	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979486	0	0	0	1	0	0	0	0	5	0	1	0	2
gene-LOC142979487	24	16	6	22	21	155	65	63	237	82	183	72	33
gene-LOC142979488	3741	2498	1587	3360	255	1416	636	402	908	265	732	698	2678
gene-LOC142979489	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979490	30	8	29	80	0	44	29	7	39	29	17	20	127
gene-LOC142979491	38	38	81	33	202	57	46	38	81	11	29	13	856
gene-LOC142979492	97902	131853	35571	97877	64088	80167	268325	203645	455357	167047	114388	193384	4
gene-LOC142979493	600	585	1294	167	621	54	100	107	52	10	14	38	158
gene-LOC142979494	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979495	4	3	6	0	0	0	0	0	3	0	0	0	0
gene-LOC142979496	40	33	7	87	0	29	25	3	9	2	11	13	12
gene-LOC142979497	1	4	3	6	0	0	0	2	0	3	5	6	18
gene-LOC142979498	0	3	0	0	0	0	0	0	0	0	0	0	2074
gene-LOC142979500	0	0	0	1	0	0	5	0	1	0	3	0	1692
gene-LOC142979501	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979502	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979503	0	4	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979504	4	4	5	0	0	0	0	0	0	0	0	0	8
gene-LOC142979505	0	0	18	0	17	0	0	0	0	0	0	0	0
gene-LOC142979508	943	1095	639	1166	185	380	2909	2345	1840	2246	1207	1964	48
gene-LOC142979509	3	0	1	12	0	27	0	7	9	0	17	0	30
gene-LOC142979510	1	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC142979511	7	21	8	7	28	55	12	6	11	2	6	15	342
gene-LOC142979512	0	0	0	0	0	0	0	0	0	0	0	0	22
gene-LOC142979513	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979514	0	4	0	0	0	0	0	0	0	0	1	0	0
gene-LOC142979515	297	365	512	328	333	133	500	293	526	414	365	529	349
gene-LOC142979516	1477	1950	1899	2914	687	1079	206	184	118	396	269	180	1673
gene-LOC142979518	1673	520	1031	2787	567	3577	4963	1572	4046	7804	3931	7184	5538
gene-LOC142979519	90	56	116	87	11	11	61	44	69	54	91	93	45
gene-LOC142979520	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979524	0	3	0	0	0	0	0	0	0	0	0	1	0
gene-LOC142979525	46	18	10	50	0	35	81	54	117	96	105	56	55
gene-LOC142979526	29	9	42	34	39	13	16	11	15	33	32	41	1630
gene-LOC142979527	8	34	20	14	8	70	4	8	17	11	30	9	418
gene-LOC142979529	482	140	256	304	59	313	54	34	28	45	18	37	1252
gene-LOC142979531	3	0	8	2	0	0	4	0	5	9	4	9	0
gene-LOC142979532	0	0	0	1	0	0	0	0	0	0	0	0	22
gene-LOC142979533	1	0	0	0	0	0	0	0	0	0	0	0	8
gene-LOC142979534	42	44	39	29	98	0	11	24	22	11	9	5	384
gene-LOC142979537	0	3	4	0	15	0	0	0	3	0	5	12	0
gene-LOC142979538	541	331	398	368	357	624	145	87	103	172	154	140	4179
gene-LOC142979539	2	2	0	1	5	0	0	0	4	0	0	0	4
gene-LOC142979540	0	3	0	2	0	0	0	0	0	0	0	0	0
gene-LOC142979541	133	89	139	66	29	63	0	0	5	1	0	5	109
gene-LOC142979544	270	300	325	129	138	129	93	32	29	71	36	56	231
gene-LOC142979545	51	31	98	68	62	55	40	98	115	67	126	90	49
gene-LOC142979546	520	144	68	646	16	218	47	42	44	192	328	188	6
gene-LOC142979549	37	37	58	43	24	38	4	7	20	16	13	11	279
gene-LOC142979550	0	3	0	0	0	0	0	0	0	1	0	5	0
gene-LOC142979552	229	296	271	221	295	239	634	370	970	1177	1662	1481	203
gene-LOC142979553	0	0	0	1	0	0	0	0	0	0	0	0	280
gene-LOC142979554	0	0	0	0	0	0	0	0	0	0	0	2	0
gene-LOC142979556	139	41	4	19	21	0	12	45	59	7	106	47	1113
gene-LOC142979557	1587	568	1266	1536	577	652	3322	2278	5359	2468	2115	1419	0
gene-LOC142979558	63	94	41	74	40	20	91	76	200	140	155	101	46
gene-LOC142979559	80	51	62	18	67	32	156	8	0	379	13	13	47
gene-LOC142979562	866	133	288	889	136	195	238	54	43	376	125	134	398
gene-LOC142979564	0	0	5	4	0	96	0	0	1	1	0	5	0
gene-LOC142979565	4	14	0	8	0	73	114	31	203	21	160	46	2
gene-LOC142979566	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979568	0	2	1	0	0	0	0	0	0	0	0	0	0
gene-LOC142979569	1	0	0	0	0	0	0	5	0	0	0	0	0
gene-LOC142979570	1264	1100	396	1845	430	535	3805	2292	3418	2580	1769	4334	0
gene-LOC142979571	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979572	0	5	9	4	10	0	0	2	8	5	1	13	1
gene-LOC142979573	4	0	1	2	10	17	0	0	0	1	0	0	0
gene-LOC142979574	2	0	7	0	0	0	0	0	0	0	5	5	6
gene-LOC142979575	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979576	3	1	0	0	0	0	0	0	1	1	0	0	0
gene-LOC142979577	790	502	567	734	338	419	281	171	268	168	178	167	3554
gene-LOC142979578	0	0	5	2	0	67	3	11	14	23	79	0	0
gene-LOC142979579	1660	956	559	1317	125	111	253	158	146	171	124	103	154
gene-LOC142979580	8726	10556	190204	48005	58044	16543	10794	19728	14339	33683	4381	9019	85
gene-LOC142979581	2	0	0	0	0	0	0	6	0	0	0	0	0
gene-LOC142979582	235	209	390	216	411	162	94	50	60	118	54	115	198
gene-LOC142979583	160	144	596	23	615	104	27	6	42	4	36	21	2007
gene-LOC142979584	411	292	583	617	396	191	181	79	159	199	236	224	627
gene-LOC142979585	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC142979586	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC142979591	25	36	36	29	21	55	64	22	56	21	76	85	269
gene-LOC142979592	1420	604	660	819	818	1154	294	239	251	142	57	8	2235
gene-LOC142979595	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979596	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979597	0	0	4	1	0	0	0	15	5	1	14	0	0
gene-LOC142979598	0	1	3	0	0	0	0	2	4	3	0	0	0
gene-LOC142979600	0	0	49	0	0	0	0	0	2	0	0	0	0
gene-LOC142979601	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979602	0	3	1	0	0	11	0	0	0	0	0	3	0
gene-LOC142979603	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-LOC142979604	19658	10508	2783	10686	3739	5241	19799	14802	25010	16058	12610	35097	159
gene-LOC142979605	254	93	94	152	7	29	71	34	41	71	40	22	13
gene-LOC142979606	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979607	0	4	10	3	0	0	0	0	0	0	0	0	0
gene-LOC142979608	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979609	0	7	0	0	0	0	0	2	0	6	1	4	0
gene-LOC142979610	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC142979611	3	0	0	2	0	1	22	13	95	0	21	4	0
gene-LOC142979612	274365	14288	96	169	10020	57	5	152	7728	50	17925	34	59331
gene-LOC142979613	1873	0	3	0	21	0	0	0	985	2	8501	0	179
gene-LOC142979614	1097	2369	31	0	2451	0	0	0	0	3	5	2	34
gene-LOC142979615	2	95	165	150	178	324	51	2	19	64	41	29	25
gene-LOC142979616	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979617	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979618	0	0	0	4	0	0	0	0	0	0	0	0	1
gene-LOC142979619	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979621	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979622	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979623	1371	939	1457	465	132	169	185	83	43	43	70	59	165
gene-LOC142979624	0	0	0	0	0	0	0	0	0	1	0	0	0
gene-LOC142979625	0	0	4	9	4	24	5	0	3	5	16	0	0
gene-LOC142979626	0	7	3	0	4	0	0	3	0	0	0	0	0
gene-LOC142979627	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979628	462	192	126	305	21	161	385	155	269	156	225	189	205
gene-LOC142979630	196	161	63	125	21	297	92	57	182	96	121	226	511
gene-LOC142979634	32332	19584	16813	33816	15002	25611	42341	10322	34902	20922	11321	19709	38700
gene-LOC142979635	0	4	73	2	148	61	15	5	10	1	5	0	111
gene-LOC142979636	3	12	108	0	37	0	0	2	0	2	4	0	8277
gene-LOC142979637	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979640	12	10	25	19	10	15	1	2	14	10	4	17	391
gene-LOC142979647	49	69	64	44	11	21	70	59	53	87	122	147	28
gene-LOC142979648	7941	4743	1687	5179	558	3063	5619	3009	5906	5183	5367	6011	117
gene-LOC142979650	5352	2278	1978	13064	1894	17181	8408	4647	17621	22333	36859	13903	21389
gene-LOC142979651	111	59	130	66	85	24	57	53	42	51	33	52	188
gene-LOC142979655	76	33	40	11	4	0	2	0	1	0	2	0	155
gene-LOC142979658	11	23	2	3	0	18	10	14	15	6	6	8	78
gene-LOC142979661	13	11	21	4	17	0	12	13	13	11	15	31	7
gene-LOC142979662	134	72	114	117	60	121	406	594	926	594	630	582	354
gene-LOC142979663	0	0	0	0	0	0	0	0	1	0	0	0	0
gene-LOC142979664	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979677	5611	5582	5044	4056	2744	2821	8711	5407	7703	8231	6611	7611	1686
gene-LOC142979689	4295	2083	602	3793	491	1060	1640	1932	2207	2807	1407	2316	1548
gene-LOC142979692	1093	531	1209	1228	465	1167	699	255	1096	857	1658	955	1324
gene-LOC142979694	2	0	0	4	0	0	0	4	0	0	0	0	2
gene-LOC142979698	974	1288	3566	907	1930	771	2454	2049	4329	1616	3350	2529	155
gene-LOC142979700	116	164	179	78	19	11	21	4	4	10	4	7	166
gene-LOC142979701	123	490	540	111	69	153	66	17	19	58	60	27	390
gene-LOC142979703	0	0	0	1	0	0	9	0	6	11	15	15	6
gene-LOC142979705	8	3	3	2	0	0	7	2	1	0	0	0	147
gene-LOC142979706	118	208	100	150	3	44	81	38	66	40	54	77	188
gene-LOC142979707	33	72	95	45	5	105	18	20	128	18	113	94	28
gene-LOC142979708	7	10	21	12	0	0	19	3	4	8	10	0	19
gene-LOC142979709	3	2	0	1	2	9	5	211	16	75	8	14	0
gene-LOC142979710	649	2049	3751	3231	1250	411	314	70	317	760	451	685	192
gene-LOC142979711	881	1535	2029	645	637	144	388	328	262	189	121	226	499
gene-LOC142979712	154	130	242	235	133	114	79	52	126	63	100	119	281
gene-LOC142979713	1	2	0	0	0	28	0	0	1	0	0	0	57
gene-LOC142979715	59	89	60	11	25	87	30	46	86	83	76	48	114
gene-LOC142979718	638	692	1643	290	652	186	96	79	97	101	110	141	225
gene-LOC142979722	969	739	1648	1548	931	475	660	390	399	518	471	410	1376
gene-LOC142979724	1	3	4	1	0	0	3	0	0	0	0	2	19
gene-LOC142979726	5297	10585	18206	4637	10137	1434	5360	4119	2699	2768	1721	3022	3085
gene-LOC142979727	217	39	121	188	34	125	84	13	54	64	53	46	259
gene-LOC142979728	202	107	236	189	102	52	79	72	112	91	146	152	212
gene-LOC142979729	48	38	268	70	244	150	27	16	12	20	29	16	7214
gene-LOC142979732	266	227	732	244	429	260	31	37	15	123	74	63	1461
gene-LOC142979733	1	0	0	0	0	0	0	0	0	0	0	0	11
gene-LOC142979735	670424	964790	306627	409769	115090	419425	145975	69551	13222	26375	5650	50210	0
gene-LOC142979736	11	6	1	12	23	0	4	0	6	1	5	0	78
gene-LOC142979737	42744	25138	2162	18270	2814	7152	15558	15200	13421	13033	8328	14394	61
gene-LOC142979738	6691	3280	217	11248	91	773	1838	1162	6505	2453	3933	4553	378
gene-LOC142979739	9	3	18	3	0	0	8	13	12	11	1	0	11
gene-LOC142979741	731	1140	2484	701	2695	333	217	121	84	141	97	136	2737
gene-LOC142979742	2	0	0	0	9	0	0	0	0	0	0	0	57
gene-LOC142979743	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979746	36	46	322	147	208	293	98	59	73	148	122	86	893
gene-LOC142979747	962	324	258	696	163	757	562	163	416	348	591	499	782
gene-LOC142979748	10	9	0	4	0	0	10	1	1	5	7	5	0
gene-LOC142979753	1046	409	169	149	74	690	1144	688	761	2967	1921	1287	4
gene-LOC142979754	4	2	0	3	0	0	16	3	2	1	3	19	0
gene-LOC142979755	439	221	224	273	128	96	151	85	103	109	106	80	266
gene-LOC142979756	4	1	0	4	0	0	0	0	10	2	10	2	0
gene-LOC142979757	0	0	0	0	0	0	0	0	0	0	0	1	7
gene-LOC142979760	856	393	121	337	75	914	898	627	3160	1424	2413	1198	0
gene-LOC142979761	535	574	1089	583	422	109	532	376	418	417	421	735	294
gene-LOC142979763	314	350	557	292	262	101	93	64	62	125	67	67	625
gene-LOC142979766	1410	1983	915	1671	202	2352	1410	1354	9818	957	3129	4131	79
gene-LOC142979767	1	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979768	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC142979770	0	3	3	0	4	0	6	0	0	0	0	0	0
gene-LOC142979772	0	10	0	0	0	0	2	0	0	0	0	0	20
gene-LOC142979773	0	0	0	0	0	0	0	0	0	0	0	2	0
gene-LOC142979774	865	1437	879	610	292	277	1279	894	1997	841	1161	2443	923
gene-LOC142979775	119	55	353	125	206	76	22	5	8	74	37	36	671
gene-LOC142979777	203	158	461	234	157	80	69	17	25	63	22	38	104
gene-LOC142979778	59	55	10	181	15	132	128	60	69	102	50	51	576
gene-LOC142979779	679	335	795	427	494	186	90	89	79	161	103	151	321
gene-LOC142979784	1430	800	1645	1080	605	469	420	253	508	246	272	377	1646
gene-LOC142979785	0	0	3	0	11	0	0	0	0	0	0	0	0
gene-LOC142979786	0	0	2	0	0	0	0	0	2	0	0	0	0
gene-LOC142979787	1746	1282	6067	1247	3505	847	1201	729	1214	710	719	787	461
gene-LOC142979788	12	6	2	3	14	163	93	20	220	54	128	19	188
gene-LOC142979789	149	104	214	144	78	37	237	145	292	219	258	277	145
gene-LOC142979790	79	39	54	175	50	64	178	64	290	184	246	267	120
gene-LOC142979791	81	36	83	64	46	29	34	14	26	23	19	22	36
gene-LOC142979792	107	22	10	113	35	156	1	5	15	10	15	10	344
gene-LOC142979793	2	0	9	0	35	325	0	14	41	0	8	0	40
gene-LOC142979797	0	0	0	1	0	0	0	0	0	0	0	0	1
gene-LOC142979798	222	471	71	75	127	43	144	285	251	112	47	597	391
gene-LOC142979799	17142	113782	12089	31373	7276	12127	5598	17839	900	1072	9	157	0
gene-LOC142979801	280	5	40	816	27	839	507	48	1310	1281	5140	1800	0
gene-LOC142979804	394	630	1170	217	727	98	394	374	496	258	307	459	257
gene-LOC142979805	72	32	302	69	106	49	28	7	23	88	56	21	422
gene-LOC142979807	166	372	218	307	210	350	608	1205	1190	1411	1089	960	171
gene-LOC142979808	7	18	42	3	17	12	9	7	8	0	3	0	394
gene-LOC142979809	175	76	27	167	140	135	192	482	666	123	374	62	1025
gene-LOC142979811	0	0	6	0	0	0	0	0	3	0	0	0	180
gene-LOC142979812	224	424	460	107	356	0	50	46	27	30	1	28	339
gene-LOC142979814	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979815	4	6	3	6	0	27	2	0	1	2	2	0	86
gene-LOC142979820	196	56	6	192	7	16	235	114	712	169	192	435	0
gene-LOC142979822	4	0	11	0	0	0	3	0	2	6	7	5	0
gene-LOC142979824	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979826	109	4	0	216	0	426	232	201	879	496	849	324	0
gene-LOC142979827	97	40	83	135	128	335	312	89	480	186	1006	398	492
gene-LOC142979828	1	3	2	8	0	12	0	0	0	0	1	9	413
gene-LOC142979829	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979831	0	0	0	0	0	0	0	4	0	0	0	0	0
gene-LOC142979832	155	118	125	204	71	140	53	37	31	140	66	72	203
gene-LOC142979834	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979835	0	1	0	2	14	20	0	0	0	0	0	0	873
gene-LOC142979836	16	9	9	30	10	48	66	7	47	19	57	63	63
gene-LOC142979837	28301	13981	4127	30491	2365	6468	7466	10232	626	2814	3	106	0
gene-LOC142979838	274	138	54	624	10	196	976	482	510	895	537	692	0
gene-LOC142979839	490	1035	300	565	243	276	1254	701	1938	1324	937	805	0
gene-LOC142979842	13	21	33	24	1	0	6	7	16	0	16	6	92
gene-LOC142979843	1	0	0	1	0	0	0	0	0	0	0	1	0
gene-LOC142979844	0	0	0	0	0	0	0	0	0	0	0	6	0
gene-LOC142979845	1437	163	890	1305	456	2098	375	243	1104	1237	2109	871	437
gene-LOC142979846	6945	4191	5730	6160	3498	7442	3760	2063	8797	2712	3926	2705	122
gene-LOC142979847	0	9	6	2	0	0	0	4	0	0	0	2	291
gene-LOC142979848	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142979850	6901	14786	18561	4719	11132	1854	10659	17154	13313	12668	11555	13362	46
gene-LOC142979851	8	16	14	4	18	0	3	1	6	3	0	9	23
gene-LOC142979852	2	19	21	0	26	0	2	5	0	5	1	2	4
gene-LOC142979853	5	3	5	4	0	0	3	0	3	0	0	0	0
gene-LOC142979854	15255	20073	17739	26649	24369	38235	8515	11977	21062	13714	20181	19108	11
gene-LOC142979855	4	12	16	10	8	0	6	0	0	8	0	1	0
gene-LOC142979856	0	1	4	0	0	0	0	0	1	0	0	1	375
gene-LOC142979858	4	3	2	4	18	0	4	5	5	2	0	5	15
gene-LOC142979862	1407	1779	2258	1655	1225	188	2138	1256	1505	1249	1283	2456	321
gene-LOC142979864	105986	40430	8152	47393	18447	53662	14079	7186	4439	2605	3445	1926	1
gene-LOC142979868	0	0	0	0	0	0	0	0	0	0	0	0	8
gene-LOC142979869	0	1	4	4	0	24	1	0	7	2	11	0	4
gene-LOC142979870	0	6	1	0	0	0	0	2	2	5	0	0	0
gene-LOC142979872	0	0	3	1	3	0	0	0	1	1	0	0	9
