	ID-1	ID-2	ID-3	ID-5	ID-7	ID-8	ID-9	ID-10	ID-12	ID-14	ID-15	ID-16	ID-18
gene-LOC142973952	0	3	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142973955	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142973958	5	3	0	2	15	132	34	0	62	7	2	0	1026
gene-LOC142973960	0	1	51	0	0	0	2	5	4	0	0	1	63
gene-LOC142973961	3536	187	1230	69	296	902	648	1542	3934	6253	619	1489	1884
gene-LOC142973962	0	2	18	0	0	0	2	0	2	0	2	0	23
gene-LOC142973963	18	2	0	0	0	0	0	0	8	0	30	0	47
gene-LOC142973964	1815	3500	4821	2137	1992	872	4257	4478	4609	3076	3201	3906	5449
gene-LOC142973965	717	372	70	635	5	436	1160	710	1469	1492	2377	1643	16
gene-LOC142973966	26585	4150	3064	138014	1595	16163	1550	1636	469	9000	1277	3464	0
gene-LOC142973967	1282	967	561	1314	349	431	451	818	734	1274	636	1458	0
gene-LOC142973968	3	0	4	0	21	0	0	0	0	1	7	0	86
gene-LOC142973969	0	1	10	0	0	0	0	0	0	0	0	0	26
gene-LOC142973970	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142973973	0	0	0	0	0	0	0	0	0	0	0	0	261
gene-LOC142973974	325	287	378	272	159	222	284	161	181	168	134	252	451
gene-LOC142973976	1	5	0	2	8	1	19	0	7	2	4	3	0
gene-LOC142973977	205	175	513	139	205	45	63	28	48	65	51	59	81
gene-LOC142973978	780	607	662	888	393	333	108	63	70	251	241	234	466
gene-LOC142973982	124	57	47	114	71	117	13	9	14	16	17	38	7
gene-LOC142973983	2	0	3	0	0	0	0	0	0	0	2	0	0
gene-LOC142973984	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142973985	13	20	8	14	17	2	12	13	16	5	11	6	393
gene-LOC142973986	633	347	464	679	195	237	80	74	92	129	149	129	600
gene-LOC142973990	1347	677	2042	2392	1950	1180	1628	1038	1338	2172	2208	2434	2687
gene-LOC142973992	125	86	150	84	112	129	87	29	56	44	81	67	288
gene-LOC142973996	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142973997	137	137	204	138	93	101	63	25	79	93	102	126	170
gene-LOC142973999	187	71	100	250	83	79	39	26	40	67	22	59	271
gene-LOC142974000	0	0	7	4	0	0	0	0	0	4	0	0	10
gene-LOC142974002	2477	1183	1307	4359	1254	1890	2340	1164	2791	6041	8044	2463	202
gene-LOC142974003	134	187	264	165	148	113	253	307	405	315	347	346	146
gene-LOC142974006	4120	3395	3023	4194	2065	1297	3228	2188	2597	2546	1638	3460	5392
gene-LOC142974007	651	248	458	1171	515	676	166	70	363	258	408	379	1621
gene-LOC142974011	13	19	85	7	41	240	13	6	4	6	6	0	9025
gene-LOC142974014	702	589	1128	574	516	283	324	135	335	428	228	250	765
gene-LOC142974015	4	3	2	1	8	0	3	0	0	0	2	0	0
gene-LOC142974016	1724	475	137	120	70	225	849	1510	3545	210	464	201	12
gene-LOC142974018	852	1459	2680	1046	796	230	1375	985	973	823	917	1312	890
gene-LOC142974019	171	181	192	84	136	44	127	83	153	89	97	116	113
gene-LOC142974021	2	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974022	1879	1898	1919	1038	599	300	1330	1031	1389	630	982	1951	567
gene-LOC142974023	478	320	331	1022	183	395	200	88	202	301	424	254	626
gene-LOC142974025	2	1	0	8	0	0	0	0	4	3	10	0	0
gene-LOC142974027	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-LOC142974031	115	106	130	131	89	87	295	223	336	327	183	245	109
gene-LOC142974033	4611	2832	2111	2901	345	630	3103	2036	2914	2462	2728	2740	162
gene-LOC142974034	1062	489	100	414	189	430	225	449	481	618	536	473	0
gene-LOC142974035	189	189	344	426	106	308	239	104	230	201	398	236	428
gene-LOC142974036	7	1	3	4	25	0	9	0	12	9	16	1	0
gene-LOC142974038	1	4	6	0	0	0	0	0	2	0	5	0	27
gene-LOC142974039	2055	2777	1135	1441	1048	1601	1600	1310	2779	1239	6724	2719	2234
gene-LOC142974040	375	882	4666	188	413	661	557	173	384	703	1126	786	115
gene-LOC142974041	206	502	1676	208	640	194	62	74	95	68	133	61	469
gene-LOC142974042	0	5	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974044	176	168	1009	16	308	13	58	50	174	6	115	1	234
gene-LOC142974045	0	5	0	0	0	0	0	0	0	0	0	2	5
gene-LOC142974046	5	10	56	7	5	0	0	0	0	0	0	0	4
gene-LOC142974047	322	543	3943	170	2253	633	213	152	364	413	462	296	155
gene-LOC142974050	64	65	12	32	27	135	89	53	277	155	178	281	0
gene-LOC142974051	123	79	16	82	29	43	68	80	163	110	149	239	16
gene-LOC142974052	21	36	185	76	70	81	147	135	179	111	104	67	169
gene-LOC142974053	4642	1204	426	2950	247	1845	3821	2032	9097	4387	12063	4269	555
gene-LOC142974057	0	5	0	0	0	0	0	0	0	0	0	0	98
gene-LOC142974058	0	0	0	0	0	0	0	3	0	0	0	0	0
gene-LOC142974059	17	89	56	73	424	844	4	19	42	6	10	3	1555
gene-LOC142974060	7944	25841	15298	2235	10830	8911	74428	8338	43545	8407	26924	126693	13
gene-LOC142974062	2415	1279	1143	1974	737	1296	1591	925	1554	1017	697	1358	2894
gene-LOC142974063	347	470	494	608	390	518	1591	1175	4017	2119	3555	2158	736
gene-LOC142974067	1273	971	906	1216	507	486	187	96	201	127	200	281	1143
gene-LOC142974068	60	81	249	95	29	0	39	12	43	46	33	51	248
gene-LOC142974069	79	74	82	74	246	273	4	5	11	8	26	16	425
gene-LOC142974072	1148	717	619	925	533	417	1244	674	1782	856	973	1006	755
gene-LOC142974073	10239	13268	11326	4010	7274	1031	1519	951	694	482	828	1056	1052
gene-LOC142974074	44	168	320	12	162	11	13	3	23	10	3	2	44
gene-LOC142974078	186	38	11	264	28	127	9	5	12	13	10	7	1184
gene-LOC142974081	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974082	232	114	40	636	88	57	302	185	384	284	609	520	0
gene-LOC142974083	323	293	363	216	65	9	87	54	44	38	21	23	188
gene-LOC142974085	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974087	6	2	0	0	0	0	0	0	11	0	0	0	124
gene-LOC142974088	3	1	0	0	0	0	0	4	10	0	1	0	0
gene-LOC142974089	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974090	42	6	26	62	13	17	0	0	6	1	36	0	45
gene-LOC142974092	10	80	4	19	22	15	10	10	8	8	10	14	179
gene-LOC142974093	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974095	130	72	79	194	105	56	142	72	125	192	107	131	102
gene-LOC142974096	18	8	9	1	0	0	14	6	15	0	0	0	5
gene-LOC142974098	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974103	194	94	113	196	112	85	78	38	61	90	58	52	253
gene-LOC142974104	887	622	535	970	321	202	1794	1127	1565	937	1432	1183	560
gene-LOC142974105	1	0	19	2	0	0	0	0	4	18	4	1	0
gene-LOC142974106	0	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC142974108	0	0	0	1	0	0	2	2	5	7	1	0	16
gene-LOC142974109	3	0	0	0	0	0	0	8	0	0	3	0	0
gene-LOC142974110	595	184	326	949	245	1631	722	447	2095	1726	9303	4477	1365
gene-LOC142974111	6	13	7	3	5	1	54	0	2	5	11	8	0
gene-LOC142974112	18	2	0	32	0	60	98	53	82	506	700	88	0
gene-LOC142974113	0	0	0	0	0	0	0	0	0	2	0	0	0
gene-LOC142974114	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974115	0	0	0	0	0	0	3	0	0	0	3	3	44
gene-LOC142974118	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974119	3599	4954	2999	2280	1758	878	10014	8459	11923	6815	6583	10694	2330
gene-LOC142974120	2302	3647	3366	1083	1099	589	6027	4618	4251	3183	2671	4389	1237
gene-LOC142974121	1	0	1	0	0	0	0	0	0	0	0	0	0
gene-LOC142974122	51	27	23	60	4	13	171	91	340	190	367	270	55
gene-LOC142974123	1046	193	1868	611	873	1970	269	856	341	291	393	402	131
gene-LOC142974124	2	0	4	1	0	11	9	0	1	2	0	0	3
gene-LOC142974126	7	62	14	61	52	41	77	152	235	40	38	26	77
gene-LOC142974127	2	4	9	0	4	0	1	0	0	0	2	0	0
gene-LOC142974129	9672	7601	3189	8013	3897	5409	35643	29070	64156	30523	23269	34601	2664
gene-LOC142974131	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC142974132	177	346	123	454	117	438	324	279	151	585	54	91	0
gene-LOC142974133	8	131	170	13	78	54	40	31	55	29	18	13	0
gene-LOC142974134	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974135	1	9	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974136	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974137	97	82	89	140	27	71	157	147	175	214	342	286	44
gene-LOC142974139	0	1	0	0	0	0	0	0	0	0	0	0	12
gene-LOC142974141	0	1	9	1	9	0	0	0	2	1	4	0	17
gene-LOC142974143	79	35	225	100	124	28	95	63	101	149	91	85	77
gene-LOC142974145	16	12	4	18	9	0	0	0	2	2	0	14	0
gene-LOC142974149	947	1089	1091	581	988	157	1430	1535	1830	800	979	1339	326
gene-LOC142974150	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974153	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974154	22	24	43	11	31	10	12	18	34	37	51	18	234
gene-LOC142974155	1	0	4	0	6	0	0	1	2	0	0	0	4
gene-LOC142974156	2	10	4	2	6	244	8	8	123	5	21	10	617
gene-LOC142974157	10	41	34	4	42	0	12	0	11	0	0	5	5
gene-LOC142974158	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-LOC142974160	50	90	14	97	56	78	59	113	112	55	39	133	64
gene-LOC142974161	149	0	663	319	55	0	1014	1615	684	313	196	1106	0
gene-LOC142974162	61	11	139	84	51	15	111	51	12	83	12	96	11
gene-LOC142974166	26	130	72	207	233	556	97	188	125	72	27	60	309
gene-LOC142974168	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974169	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974170	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974171	0	4	0	10	2	0	28	52	38	20	9	8	13
gene-LOC142974172	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974173	336	685	349	112	148	18	511	509	365	279	116	429	274
gene-LOC142974174	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974175	0	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC142974176	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974177	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974178	0	0	0	0	0	0	0	0	0	0	0	0	30
gene-LOC142974179	3	2	1	0	0	0	0	0	0	0	0	0	0
gene-LOC142974180	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974181	0	4	3	0	0	0	0	0	0	0	0	1	0
gene-LOC142974182	0	0	0	0	0	0	0	2	0	0	0	0	4
gene-LOC142974183	0	0	17	0	0	0	9	0	11	0	0	0	0
gene-LOC142974184	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974185	0	0	0	0	0	0	0	0	0	0	0	4	2
gene-LOC142974186	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974187	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974188	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974189	0	0	17	0	72	0	6	0	0	6	4	8	0
gene-LOC142974190	37	39	2310	25	1420	38	8	16	8	56	470	26	2
gene-LOC142974192	297	1638	148227	33	46042	24	64	44	70	126	377	137	37
gene-LOC142974193	1415	4270	344846	188	110459	184	30	56	140	226	476	179	70
gene-LOC142974194	7173	3866	2515	6658	2512	21819	2966	5896	5593	8124	8813	19208	3305
gene-LOC142974195	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC142974196	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974197	2	0	9	3	1	0	0	0	0	0	2	6	14
gene-LOC142974198	11	7	14	20	0	0	2	0	1	0	0	0	29
gene-LOC142974199	3	3	3	4	0	17	0	0	0	10	0	8	0
gene-LOC142974200	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974201	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974202	1	1	9	1	0	0	0	0	0	0	0	0	1
gene-LOC142974203	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974205	5	31	33	14	10	27	49	7	33	38	92	89	54
gene-LOC142974206	9535	9545	1364	1365	9991	71	1467	2129	233	268	463	2034	0
gene-LOC142974207	0	0	0	0	0	0	0	0	0	1	0	0	26
gene-LOC142974208	1119	405	20	1900	34	816	921	962	1637	3588	2742	2295	0
gene-LOC142974210	0	0	0	0	0	0	0	0	0	0	2	0	0
gene-LOC142974211	1	0	2	0	0	0	0	0	0	0	0	0	0
gene-LOC142974212	0	1	2	0	0	0	0	13	0	1	0	0	54
gene-LOC142974213	0	0	0	0	0	0	0	0	0	0	0	0	60
gene-LOC142974214	515	639	116	1049	28	1102	3740	7407	1764	3167	92	335	168
gene-LOC142974215	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974216	0	0	0	0	0	0	0	0	0	0	0	0	2
gene-LOC142974217	0	4	0	3	0	0	2	0	0	3	0	0	0
gene-LOC142974218	0	3	0	0	15	0	0	0	1	0	0	0	9
gene-LOC142974219	11	0	9	14	0	0	5	0	3	5	0	0	8
gene-LOC142974220	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974221	0	0	0	0	0	0	0	0	0	0	1	3	0
gene-LOC142974222	1252	431	63	148	251	210	25	85	106	12	29	5	2764
gene-LOC142974223	0	0	0	0	0	0	5	0	0	0	0	0	0
gene-LOC142974225	1836	200	1	915	51	342	2915	5508	3854	1884	2537	514	0
gene-LOC142974227	2095	3027	6073	673	1156	77	1366	859	695	271	181	374	810
gene-LOC142974228	4	26	266	0	0	26	6	0	0	0	0	0	209
gene-LOC142974229	0	0	0	0	0	0	0	0	0	0	0	0	4646
gene-LOC142974231	0	2	13	7	0	0	0	0	0	0	0	0	9
gene-LOC142974232	6	0	3	7	10	0	0	1	1	3	5	0	4
gene-LOC142974233	0	14	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974234	126	79	330	248	179	52	116	87	81	97	98	104	183
gene-LOC142974236	1	0	5	0	0	10	0	0	1	0	0	0	5
gene-LOC142974238	611	434	655	371	170	156	455	165	367	201	172	266	591
gene-LOC142974239	0	9	7	3	0	6	4	0	0	0	0	0	188
gene-LOC142974240	55	71	102	157	114	95	143	111	188	148	117	156	149
gene-LOC142974241	70	48	74	64	28	20	48	57	54	31	41	43	154
gene-LOC142974243	616	406	701	357	518	132	107	94	72	117	86	78	401
gene-LOC142974244	21	4	7	5	11	81	0	0	11	1	2	0	0
gene-LOC142974245	0	0	4	0	0	0	0	0	0	1	0	0	0
gene-LOC142974246	795	344	183	384	22	585	999	246	1234	582	1690	941	13
gene-LOC142974247	1590	152	55	1319	64	2718	4462	1117	6795	3650	8098	5927	0
gene-LOC142974248	6	6	0	2	0	0	21	14	33	0	6	0	272
gene-LOC142974249	0	0	14	1	6	0	1	0	0	1	0	0	30
gene-LOC142974250	0	3	1	1	0	0	0	0	0	0	0	0	0
gene-LOC142974251	71	59	32	99	16	54	124	100	422	165	460	321	259
gene-LOC142974252	732	246	249	1141	179	1246	392	198	636	452	1047	492	1885
gene-LOC142974253	36	39	66	68	155	311	43	19	55	102	295	69	50
gene-LOC142974255	93	50	164	321	141	65	40	15	25	29	46	29	536
gene-LOC142974256	490	42	1710	506	521	274	424	212	308	256	177	131	2239
gene-LOC142974257	300	228	437	199	235	59	170	104	175	199	147	163	201
gene-LOC142974258	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974259	0	0	0	1	0	0	0	0	0	2	0	0	0
gene-LOC142974260	0	1	0	1	0	0	0	4	0	0	0	0	0
gene-LOC142974261	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974262	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974263	243	234	703	272	287	510	376	301	305	580	87	329	3290
gene-LOC142974264	12	6	34	3	19	33	18	11	16	11	9	0	285
gene-LOC142974266	3	0	3	0	0	0	0	1	1	4	0	0	64
gene-LOC142974267	0	1	1	2	1	0	0	0	10	0	0	0	31
gene-LOC142974268	148	46	273	402	654	249	439	111	733	248	1498	370	0
gene-LOC142974269	0	2	0	3	7	21	2	0	1	0	1	8	0
gene-LOC142974270	178	280	61	126	121	95	108	140	257	61	93	98	12
gene-LOC142974271	43	40	8	21	0	0	38	2	7	14	12	2	18
gene-LOC142974272	16064	14635	2042	10356	6149	2541	1389	2757	2583	2650	2124	2541	219
gene-LOC142974273	0	0	0	0	0	0	0	0	0	0	0	2	180
gene-LOC142974274	0	0	0	0	0	0	0	0	0	0	0	0	12
gene-LOC142974276	0	0	0	0	0	0	0	0	0	1	2	0	0
gene-LOC142974279	71	71	289	532	94	89	4	0	4	9	14	18	380
gene-LOC142974285	1047	860	1061	804	374	215	135	62	35	137	46	90	558
gene-LOC142974286	83	88	32	83	21	42	25	34	46	24	44	29	64
gene-LOC142974288	3	0	16	0	0	14	0	0	0	0	0	5	14
gene-LOC142974289	14	35	57	15	163	411	15	6	26	13	47	15	2868
gene-LOC142974290	87	95	109	83	94	94	25	17	36	63	80	78	187
gene-LOC142974291	29	20	5	22	0	25	13	9	4	0	5	14	23
gene-LOC142974292	1	11	0	5	0	22	4	0	0	3	5	0	21
gene-LOC142974293	10719	10078	2635	3306	4567	6664	8417	11605	25533	8524	16979	12197	2246
gene-LOC142974294	35662	14815	107730	18670	29517	742	3345	12111	4095	3728	5526	1434	11
gene-LOC142974295	2	0	80	584	8	44	0	5	0	3272	252	15	0
gene-LOC142974297	107	31	131	19	7	74	17	2	35	41	34	88	282
gene-LOC142974299	7664	6256	231666	1285	76158	345	222	1649	523	1629	893	527	43
gene-LOC142974300	166674	53910	57016	39556	29038	52784	121216	67940	177594	380561	315845	321379	1
gene-LOC142974301	12760	7115	8395	14277	5006	23728	3443	5619	6306	7873	14381	18521	5349
gene-LOC142974303	402	188	253	175	145	327	154	148	170	255	341	107	159
gene-LOC142974304	176	62	137	172	75	76	63	21	56	59	46	66	258
gene-LOC142974305	13598	4230	1994	6442	1060	5473	4296	1473	3164	6413	5116	4162	26
gene-LOC142974306	304	278	488	403	208	175	485	335	498	411	469	633	210
gene-LOC142974308	900	824	929	2086	791	430	2414	1728	3258	1827	2297	3510	425
gene-LOC142974310	37	31	39	25	44	11	24	10	23	12	17	5	629
gene-LOC142974312	989	401	283	793	200	449	1538	549	1366	1149	766	909	259
gene-LOC142974315	4	6	3	0	15	0	0	0	2	0	0	0	14
gene-LOC142974316	1	0	2	0	0	5	7	0	3	0	1	0	12
gene-LOC142974317	1198	1143	2318	1123	844	132	1728	1102	648	1086	426	612	181
gene-LOC142974318	2081	2926	414	579	182	939	650	1058	1533	601	995	1443	15
gene-LOC142974319	0	0	0	2	4	0	0	0	6	0	10	0	137
gene-LOC142974320	0	0	9	2	11	10	0	0	0	0	0	0	115
gene-LOC142974321	2620	2342	1348	2679	562	2775	12269	6979	7115	10647	4227	6422	0
gene-LOC142974322	8	17	3	8	0	0	20	9	4	7	0	0	0
gene-LOC142974324	3028	633	367	4454	164	4168	1597	291	1305	2941	3707	2384	61
gene-LOC142974325	301	208	204	348	147	246	66	32	87	132	169	126	325
gene-LOC142974326	20	21	39	12	32	0	0	0	9	4	2	0	6
gene-LOC142974327	659	655	673	363	197	99	374	224	197	262	172	162	172
gene-LOC142974328	1582	560	691	1350	307	2115	4382	2154	4041	5339	3851	3223	6
gene-LOC142974331	3604	3296	4112	3486	1662	927	980	744	1104	925	1117	2140	5
gene-LOC142974333	0	0	0	3	0	0	0	1	0	3	1	0	5
gene-LOC142974335	0	0	3	0	0	0	0	0	0	0	0	0	6
gene-LOC142974340	57	25	5	0	12	0	5	0	21	0	44	5	280
gene-LOC142974342	207	97	215	128	188	27	285	237	388	214	256	274	144
gene-LOC142974343	4667	4208	1703	2576	1068	712	6019	3494	5603	3129	2614	3048	0
gene-LOC142974344	21701	14060	5835	10690	4414	786	7573	7577	7850	4687	4369	10279	0
gene-LOC142974345	371	460	47	820	87	103	626	926	556	966	419	811	0
gene-LOC142974346	9988	15970	13983	14619	5414	4110	12187	9781	15076	11754	12219	15905	462
gene-LOC142974347	5	8	21	7	55	9	3	4	7	6	9	14	22
gene-LOC142974348	0	0	0	3	0	0	6	4	0	4	0	0	21
gene-LOC142974349	651	532	703	1360	350	179	406	154	216	316	412	287	589
gene-LOC142974350	1	2	4	10	2	53	7	28	27	17	77	16	0
gene-LOC142974351	34	28	117	38	138	142	15	0	6	34	43	23	1775
gene-LOC142974352	0	0	0	0	0	0	0	0	0	0	0	0	21
gene-LOC142974356	0	0	1	0	0	0	0	0	0	0	2	0	664
gene-LOC142974357	0	0	2	2	0	0	0	0	8	0	0	0	77
gene-LOC142974358	1	5	18	0	34	0	0	0	3	0	0	7	2913
gene-LOC142974360	0	0	0	0	0	8	0	0	0	0	0	0	0
gene-LOC142974362	0	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974363	657	566	746	469	290	209	1158	693	822	754	776	996	394
gene-LOC142974364	879	324	616	631	91	379	311	79	206	188	216	172	986
gene-LOC142974366	1180	868	1189	810	856	799	226	143	115	433	372	204	1046
gene-LOC142974367	91	115	64	295	72	76	58	28	48	134	75	42	339
gene-LOC142974368	744	611	1025	648	474	259	423	229	469	280	393	332	358
gene-LOC142974369	0	0	0	0	10	0	4	0	1	0	0	2	1
gene-LOC142974371	5	5	66	0	51	13	0	0	0	2	9	0	4
gene-LOC142974373	7	14	28	4	5	0	11	3	3	4	3	5	8
gene-LOC142974379	23	42	9	25	18	22	9	8	7	18	12	17	64
gene-LOC142974382	454	163	500	410	299	265	107	96	81	175	100	99	1018
gene-LOC142974386	0	1	0	0	0	0	0	0	0	0	0	0	11
gene-LOC142974388	0	0	0	0	0	0	0	14	5	0	0	0	0
gene-LOC142974389	1073	1042	1075	901	407	191	759	542	592	582	463	518	1031
gene-LOC142974391	347	227	142	409	138	220	163	63	76	69	217	166	1787
gene-LOC142974393	1024	1126	614	2901	116	483	765	514	452	603	414	589	632
gene-LOC142974394	564	983	758	1018	416	777	1869	1394	2126	3229	2283	1813	59
gene-LOC142974395	5	11	2	3	2	0	25	7	8	14	2	17	0
gene-LOC142974400	381	458	1687	496	2169	685	1151	785	464	683	113	192	3
gene-LOC142974401	4459	1168	1137	2788	196	748	1664	1416	2350	1721	1851	1267	0
gene-LOC142974402	384	4227	2068	221	1879	47	629	616	641	713	78	325	0
gene-LOC142974403	138	33	23	27	18	0	42	12	306	27	38	122	0
gene-LOC142974404	0	0	0	0	0	0	0	0	22	0	0	0	0
gene-LOC142974406	3	2	8	4	0	32	10	0	12	7	1	0	30
gene-LOC142974409	282	49	9	1200	0	458	71	25	13	1535	26	548	0
gene-LOC142974410	240	248	296	214	209	158	193	195	146	197	291	311	178
gene-LOC142974411	120	84	186	172	87	159	145	102	226	301	585	299	140
gene-LOC142974419	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974422	1237	979	515	1704	364	516	1606	1030	1124	1103	827	873	858
gene-LOC142974423	85	42	49	91	32	39	83	52	68	101	135	148	90
gene-LOC142974425	87	48	48	82	39	32	94	41	134	84	235	339	100
gene-LOC142974426	1045	888	1396	922	405	392	1454	943	1594	1142	1035	1316	1282
gene-LOC142974428	0	0	0	3	0	0	0	1	4	0	0	3	235
gene-LOC142974430	0	0	0	2	0	0	0	3	0	1	0	0	0
gene-LOC142974431	0	0	3	2	19	0	0	0	0	3	3	0	33
gene-LOC142974432	0	0	6	2	0	102	2	1	4	2	10	7	20
gene-LOC142974434	0	0	0	2	0	0	2	0	19	0	11	0	0
gene-LOC142974437	122	222	256	215	160	52	237	229	145	247	231	347	131
gene-LOC142974443	240	248	448	197	547	269	460	409	780	287	460	500	882
gene-LOC142974444	15	43	31	7	12	0	21	15	9	33	2	19	3
gene-LOC142974445	8	5	14	0	10	0	2	0	5	6	7	1	18
gene-LOC142974446	225	322	776	110	236	72	351	355	396	279	169	185	20
gene-LOC142974447	72	119	304	72	72	8	8	8	3	6	7	5	1068
gene-LOC142974449	5	8	53	10	0	94	7	0	0	1	0	1	186
gene-LOC142974450	7523	10965	10365	8579	2340	2538	15071	9957	12933	9005	11666	14629	2105
gene-LOC142974453	2411	2370	769	2917	3178	29124	5728	3935	13235	4665	8021	3245	35891
gene-LOC142974454	0	0	0	0	0	0	3	0	0	0	0	0	0
gene-LOC142974455	22	1	18	1	8	101	40	15	7	4	13	0	786
gene-LOC142974456	608	453	620	383	336	497	1388	1343	2134	1537	1827	1741	650
gene-LOC142974457	7	6	9	6	17	63	1	5	7	2	10	5	417
gene-LOC142974462	6	3	2	5	0	0	2	0	1	4	14	6	5
gene-LOC142974463	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-LOC142974468	0	0	0	0	0	0	2	0	3	1	0	0	0
gene-LOC142974470	7	3	10	2	0	0	17	8	1	2	4	1	599
gene-LOC142974471	151	36	38	0	12	0	0	1	24	0	39	82	1231
gene-LOC142974472	406	512	786	319	266	81	1106	656	767	812	885	831	151
gene-LOC142974474	771	164	116	2696	107	1570	577	246	511	516	463	362	1567
gene-LOC142974476	91	39	50	33	16	458	19	4	28	28	20	2	2790
gene-LOC142974477	581	193	434	375	196	511	112	86	103	161	137	116	2021
gene-LOC142974478	243	169	259	242	168	92	181	249	398	280	339	338	352
gene-LOC142974483	287	313	580	222	321	152	648	402	799	331	498	618	2315
gene-LOC142974485	0	6	0	0	0	0	0	0	0	0	0	0	7
gene-LOC142974487	731	428	623	422	371	2139	142	94	84	69	82	66	6932
gene-LOC142974488	83	84	148	73	78	30	66	52	53	45	92	63	85
gene-LOC142974492	289	311	292	330	75	167	409	167	232	263	364	331	48
gene-LOC142974494	32498	31346	11096	12780	13368	11771	22335	30585	10217	5184	7360	4546	3
gene-LOC142974497	649	463	645	653	221	239	186	135	178	232	164	129	1114
gene-LOC142974502	73	99	94	128	88	312	129	77	117	97	131	57	856
gene-LOC142974503	370	321	352	276	138	273	275	177	249	205	196	213	589
gene-LOC142974504	20	30	2	18	0	0	2	7	1	0	0	2	175
gene-LOC142974506	26624	7297	3368	34707	2586	20741	15198	2317	8961	11484	8153	7425	2079
gene-LOC142974507	5376	1304	17	273	22	35	426	1539	6602	106	248	146	0
gene-LOC142974509	0	3	2	1	12	26	3	5	18	1	9	0	1097
gene-LOC142974510	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-LOC142974511	108	85	166	107	26	120	261	121	297	358	517	391	118
gene-LOC142974512	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974513	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974515	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974528	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974529	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC142974530	13	1	0	0	0	0	0	0	4	0	1	0	0
gene-LOC142974531	5	3	21	3	0	0	2	0	0	1	1	0	2
gene-LOC142974532	128	165	358	135	320	91	211	177	189	135	94	142	667
gene-LOC142974534	191	175	212	264	175	325	275	187	713	382	696	487	380
