pfam_accession,genes_com_dominio_universo,genes_com_dominio_DE,odds_ratio,pvalue,padj
PF17911.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF05178.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF21223.4,1,1,inf,0.3367700498605595,0.4892970851422977
PF16487.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF06374.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF16090.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF00329.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF02615.20,2,2,inf,0.11339518920254132,0.4892970851422977
PF00834.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF05153.22,2,2,inf,0.11339518920254132,0.4892970851422977
PF03484.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF21098.4,2,2,inf,0.11339518920254132,0.4892970851422977
PF03911.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF00063.28,15,8,2.2532418549516864,0.09291411150598303,0.4892970851422977
PF07707.22,17,9,2.2183098591549295,0.0798899573272198,0.4892970851422977
PF26280.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF04241.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF02145.22,6,3,1.9701155198392768,0.3263951531938919,0.4892970851422977
PF01233.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF22486.3,7,5,4.928391959798995,0.04722857638135779,0.4892970851422977
PF07304.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF05021.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF03464.21,2,2,inf,0.11339518920254132,0.4892970851422977
PF09767.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF03165.23,5,3,2.9555499748869916,0.21495278292481843,0.4892970851422977
PF14608.13,4,4,inf,0.012849907253843284,0.4892970851422977
PF23583.3,1,1,inf,0.3367700498605595,0.4892970851422977
PF00213.24,1,1,inf,0.3367700498605595,0.4892970851422977
PF05511.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF01462.24,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF04935.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF25532.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF05970.21,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF00334.25,5,3,2.9555499748869916,0.21495278292481843,0.4892970851422977
PF12030.14,2,2,inf,0.11339518920254132,0.4892970851422977
PF00965.24,1,1,inf,0.3367700498605595,0.4892970851422977
PF00250.25,14,6,1.477758230711234,0.3201087216638415,0.4892970851422977
PF05161.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF23043.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF08784.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF00596.28,2,2,inf,0.11339518920254132,0.4892970851422977
PF26026.1,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF17105.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF04275.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF08669.18,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF04930.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF16770.12,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF06588.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF00828.26,2,2,inf,0.11339518920254132,0.4892970851422977
PF11705.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF16165.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF05030.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF25037.2,2,2,inf,0.11339518920254132,0.4892970851422977
PF07687.20,6,3,1.9701155198392768,0.3263951531938919,0.4892970851422977
PF02792.20,1,1,inf,0.3367700498605595,0.4892970851422977
PF01480.23,3,3,inf,0.03817538995805274,0.4892970851422977
PF25316.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF21222.3,1,1,inf,0.3367700498605595,0.4892970851422977
PF21730.3,1,1,inf,0.3367700498605595,0.4892970851422977
PF23040.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF18035.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF16482.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF27634.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF01833.31,4,3,5.911853340030135,0.11415183807068115,0.4892970851422977
PF01930.24,1,1,inf,0.3367700498605595,0.4892970851422977
PF16206.10,1,1,inf,0.3367700498605595,0.4892970851422977
PF14599.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF00889.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF18800.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF11864.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF27753.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF07189.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF24993.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF22073.3,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF00503.27,17,7,1.3792357968828557,0.33716785601010013,0.4892970851422977
PF04921.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF20805.4,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF23489.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF13281.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF01906.24,1,1,inf,0.3367700498605595,0.4892970851422977
PF01765.25,1,1,inf,0.3367700498605595,0.4892970851422977
PF14826.13,1,1,inf,0.3367700498605595,0.4892970851422977
PF01212.28,3,3,inf,0.03817538995805274,0.4892970851422977
PF00107.33,15,7,1.7244846656611363,0.21127583024444407,0.4892970851422977
PF09405.16,1,1,inf,0.3367700498605595,0.4892970851422977
PF06991.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF04281.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF12740.15,1,1,inf,0.3367700498605595,0.4892970851422977
PF25537.1,1,1,inf,0.3367700498605595,0.4892970851422977
PF06009.20,2,2,inf,0.11339518920254132,0.4892970851422977
PF04142.22,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF18854.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF07814.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF17210.10,1,1,inf,0.3367700498605595,0.4892970851422977
PF12230.14,2,2,inf,0.11339518920254132,0.4892970851422977
PF05368.20,2,2,inf,0.11339518920254132,0.4892970851422977
PF25413.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF01282.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF00860.27,1,1,inf,0.3367700498605595,0.4892970851422977
PF02799.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF14975.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF18122.7,1,1,inf,0.3367700498605595,0.4892970851422977
PF01028.26,1,1,inf,0.3367700498605595,0.4892970851422977
PF11527.14,1,1,inf,0.3367700498605595,0.4892970851422977
PF20669.4,1,1,inf,0.3367700498605595,0.4892970851422977
PF13887.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF01608.24,3,2,3.9402460456942006,0.26383478769151847,0.4892970851422977
PF20511.5,1,1,inf,0.3367700498605595,0.4892970851422977
PF04718.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF02109.22,1,1,inf,0.3367700498605595,0.4892970851422977
PF08564.17,1,1,inf,0.3367700498605595,0.4892970851422977
PF24542.2,1,1,inf,0.3367700498605595,0.4892970851422977
PF01193.30,4,4,inf,0.012849907253843284,0.4892970851422977
PF14222.12,1,1,inf,0.3367700498605595,0.4892970851422977
PF04418.18,1,1,inf,0.3367700498605595,0.4892970851422977
PF16876.11,1,1,inf,0.3367700498605595,0.4892970851422977
PF07741.19,1,1,inf,0.3367700498605595,0.4892970851422977
PF02148.26,8,6,5.915556672530786,0.020703869270612876,0.4892970851422977
PF04379.21,1,1,inf,0.3367700498605595,0.4892970851422977
PF23342.2,49,24,1.8960060590759908,0.018845175375526307,0.4892970851422977
PF20826.3,2,2,inf,0.11339518920254132,0.4892970851422977
PF14570.13,1,1,inf,0.3367700498605595,0.4892970851422977
